,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-4400000.0,-13100000.0,-13100000.0,-112000000.0
Change To Liabilities,333300000.0,-175200000.0,198500000.0,-65700000.0
Total Cashflows From Investing Activities,-1189500000.0,-1360900000.0,-1944700000.0,-667800000.0
Net Borrowings,-83600000.0,-11500000.0,-752900000.0,1179200000.0
Total Cash From Financing Activities,-283800000.0,-82200000.0,-724800000.0,1200800000.0
Change To Operating Activities,155800000.0,-56700000.0,127800000.0,-4300000.0
Net Income,666100000.0,-1067400000.0,470000000.0,-107200000.0
Change In Cash,62100000.0,-338700000.0,-1323400000.0,1483000000.0
Effect Of Exchange Rate,-47200000.0,9000000.0,-63700000.0,14500000.0
Total Cash From Operating Activities,1582600000.0,1095400000.0,1409800000.0,935500000.0
Depreciation,836600000.0,911100000.0,931900000.0,691200000.0
Other Cashflows From Investing Activities,-14500000.0,-24500000.0,-17500000.0,-36400000.0
Dividends Paid,-75800000.0,-67200000.0,-38500000.0,-210600000.0
Change To Inventory,191400000.0,128100000.0,-497400000.0,-155700000.0
Change To Account Receivables,-153600000.0,34600000.0,5900000.0,-91200000.0
Other Cashflows From Financing Activities,-124400000.0,146400000.0,66600000.0,232200000.0
Change To Netincome,-447000000.0,1320900000.0,173100000.0,668400000.0
Capital Expenditures,-1170600000.0,-1272200000.0,-954500000.0,-820100000.0
Repurchase Of Stock,,-149900000.0,-149900000.0,-149900000.0
