,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,300000000.0,302000000.0,305000000.0,307000000.0
Capital Surplus,17671000000.0,13667000000.0,13665000000.0,13664000000.0
Total Liab,18815000000.0,21776000000.0,21997000000.0,19786000000.0
Total Stockholder Equity,19239000000.0,15381000000.0,15209000000.0,15223000000.0
Minority Interest,596000000.0,611000000.0,617000000.0,631000000.0
Deferred Long Term Liab,2549000000.0,2592000000.0,2581000000.0,2603000000.0
Other Current Liab,974000000.0,867000000.0,698000000.0,747000000.0
Total Assets,38650000000.0,37768000000.0,37823000000.0,35640000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,356000000.0,340000000.0,377000000.0,271000000.0
Retained Earnings,1790000000.0,1864000000.0,1666000000.0,1684000000.0
Other Liab,8416000000.0,8411000000.0,8205000000.0,8479000000.0
Good Will,3119000000.0,3119000000.0,3119000000.0,3119000000.0
Treasury Stock,-225000000.0,-153000000.0,-125000000.0,-128000000.0
Other Assets,2964000000.0,3007000000.0,2820000000.0,3062000000.0
Cash,1729000000.0,813000000.0,1463000000.0,101000000.0
Total Current Liabilities,2958000000.0,2792000000.0,3069000000.0,4184000000.0
Short Long Term Debt,514000000.0,387000000.0,313000000.0,813000000.0
Other Stockholder Equity,-209000000.0,-137000000.0,-111000000.0,-114000000.0
Property Plant Equipment,27819000000.0,27345000000.0,27066000000.0,26500000000.0
Total Current Assets,3670000000.0,3239000000.0,3777000000.0,1923000000.0
Long Term Investments,778000000.0,756000000.0,736000000.0,729000000.0
Net Tangible Assets,15820000000.0,11960000000.0,11785000000.0,11797000000.0
Net Receivables,1105000000.0,1298000000.0,1199000000.0,1028000000.0
Long Term Debt,7274000000.0,10401000000.0,10478000000.0,7081000000.0
Inventory,263000000.0,254000000.0,262000000.0,257000000.0
Accounts Payable,1378000000.0,1432000000.0,1502000000.0,1524000000.0
Short Term Investments,,,300000000.0,
