,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Capital Surplus,1732772000.0,1160807000.0,879099000.0,839090000.0
Total Liab,77230000.0,55430000.0,22784000.0,23960000.0
Total Stockholder Equity,855107000.0,449476000.0,292037000.0,365217000.0
Total Assets,932337000.0,504906000.0,314821000.0,389177000.0
Common Stock,60000.0,53000.0,47000.0,46000.0
Retained Earnings,-877437000.0,-711407000.0,-586549000.0,-473024000.0
Treasury Stock,-288000.0,23000.0,-560000.0,-895000.0
Other Assets,1727000.0,1793000.0,1702000.0,1245000.0
Cash,670952000.0,237677000.0,144052000.0,100150000.0
Total Current Liabilities,60163000.0,33373000.0,18912000.0,16745000.0
Other Stockholder Equity,-288000.0,23000.0,-560000.0,-895000.0
Property Plant Equipment,29756000.0,30720000.0,7106000.0,6966000.0
Total Current Assets,893269000.0,449916000.0,306013000.0,285243000.0
Long Term Investments,7585000.0,22477000.0,,95723000.0
Net Tangible Assets,855107000.0,449476000.0,292037000.0,365217000.0
Short Term Investments,178951000.0,193692000.0,147260000.0,177077000.0
Net Receivables,26401000.0,9647000.0,7039000.0,3570000.0
Accounts Payable,8472000.0,2295000.0,419000.0,1086000.0
Other Liab,,1856000.0,3872000.0,7215000.0
Other Current Liab,,,284000.0,723000.0
