,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-138000000.0,-49000000.0,109000000.0,72000000.0
Total Cashflows From Investing Activities,-2908000000.0,-2873000000.0,-3018000000.0,-2723000000.0
Net Borrowings,3511000000.0,1511000000.0,-184000000.0,9000000.0
Total Cash From Financing Activities,2607000000.0,656000000.0,1394000000.0,-702000000.0
Change To Operating Activities,114000000.0,-75000000.0,-109000000.0,-7000000.0
Net Income,1079000000.0,912000000.0,1348000000.0,-1724000000.0
Change In Cash,1122000000.0,250000000.0,-214000000.0,383000000.0
Total Cash From Operating Activities,1423000000.0,2467000000.0,1410000000.0,3808000000.0
Depreciation,1252000000.0,1296000000.0,1534000000.0,1392000000.0
Other Cashflows From Investing Activities,-253000000.0,-255000000.0,-768000000.0,-270000000.0
Dividends Paid,-845000000.0,-820000000.0,-772000000.0,-639000000.0
Change To Inventory,-32000000.0,-37000000.0,24000000.0,-6000000.0
Change To Account Receivables,-129000000.0,271000000.0,-248000000.0,-39000000.0
Other Cashflows From Financing Activities,-59000000.0,-35000000.0,-116000000.0,-72000000.0
Change To Netincome,-835000000.0,206000000.0,-1037000000.0,3791000000.0
Capital Expenditures,-2657000000.0,-2665000000.0,-2675000000.0,-2841000000.0
Issuance Of Stock,,,850000000.0,850000000.0
