,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,102000000.0,-27000000.0,-4000000.0,-116000000.0
Total Cashflows From Investing Activities,-38000000.0,-51000000.0,16000000.0,-49000000.0
Net Borrowings,-159000000.0,10000000.0,-31000000.0,-206000000.0
Total Cash From Financing Activities,-179000000.0,-3000000.0,-3000000.0,-229000000.0
Change To Operating Activities,-58000000.0,-62000000.0,48000000.0,106000000.0
Net Income,-26000000.0,-115000000.0,-347000000.0,-55000000.0
Change In Cash,-35000000.0,-85000000.0,207000000.0,38000000.0
Effect Of Exchange Rate,5000000.0,-4000000.0,8000000.0,-7000000.0
Total Cash From Operating Activities,177000000.0,-27000000.0,186000000.0,323000000.0
Depreciation,77000000.0,79000000.0,113000000.0,83000000.0
Other Cashflows From Investing Activities,11000000.0,-2000000.0,83000000.0,83000000.0
Change To Inventory,36000000.0,28000000.0,141000000.0,165000000.0
Change To Account Receivables,48000000.0,30000000.0,49000000.0,72000000.0
Other Cashflows From Financing Activities,-20000000.0,-13000000.0,28000000.0,-23000000.0
Change To Netincome,21000000.0,53000000.0,209000000.0,54000000.0
Capital Expenditures,-49000000.0,-49000000.0,-53000000.0,-49000000.0
