,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,15358000000.0,17642000000.0,2143000000.0,1882000000.0
Capital Surplus,23643000000.0,23741000000.0,1057000000.0,1031000000.0
Total Liab,41290000000.0,42682000000.0,8969000000.0,7558000000.0
Total Stockholder Equity,32330000000.0,32979000000.0,2293000000.0,2731000000.0
Minority Interest,999000000.0,1878000000.0,,
Deferred Long Term Liab,697000000.0,540000000.0,424000000.0,87000000.0
Other Current Liab,12899000000.0,13147000000.0,1442000000.0,1436000000.0
Total Assets,74619000000.0,77539000000.0,11262000000.0,10289000000.0
Common Stock,8000000.0,8000000.0,8000000.0,8000000.0
Other Current Assets,11530000000.0,12092000000.0,644000000.0,579000000.0
Retained Earnings,13441000000.0,12528000000.0,11635000000.0,10240000000.0
Other Liab,4882000000.0,4740000000.0,1004000000.0,723000000.0
Good Will,36322000000.0,36038000000.0,5702000000.0,5590000000.0
Treasury Stock,-4762000000.0,-3298000000.0,-10407000000.0,-8548000000.0
Other Assets,1672000000.0,1636000000.0,730000000.0,452000000.0
Cash,906000000.0,893000000.0,415000000.0,325000000.0
Total Current Liabilities,15637000000.0,15727000000.0,2010000000.0,1938000000.0
Deferred Long Term Asset Charges,28000000.0,112000000.0,20000000.0,23000000.0
Short Long Term Debt,136000000.0,59000000.0,4000000.0,3000000.0
Other Stockholder Equity,-387000000.0,-180000000.0,-67000000.0,-54000000.0
Property Plant Equipment,2132000000.0,2290000000.0,398000000.0,390000000.0
Total Current Assets,16219000000.0,17046000000.0,2224000000.0,1975000000.0
Long Term Investments,2916000000.0,2887000000.0,65000000.0,
Net Tangible Assets,-19350000000.0,-20701000000.0,-5552000000.0,-4741000000.0
Net Receivables,2482000000.0,2782000000.0,1049000000.0,997000000.0
Long Term Debt,20029000000.0,21468000000.0,5955000000.0,4897000000.0
Inventory,348000000.0,348000000.0,,
Accounts Payable,437000000.0,392000000.0,127000000.0,80000000.0
