,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,108000000.0,68000000.0,-3000000.0,-10000000.0
Change To Liabilities,-75000000.0,337000000.0,82000000.0,115000000.0
Total Cashflows From Investing Activities,-341000000.0,-16602000000.0,-663000000.0,-657000000.0
Net Borrowings,-2027000000.0,14987000000.0,1034000000.0,325000000.0
Total Cash From Financing Activities,-3836000000.0,14191000000.0,-842000000.0,-820000000.0
Change To Operating Activities,-456000000.0,-294000000.0,-143000000.0,-66000000.0
Issuance Of Stock,133000000.0,156000000.0,75000000.0,78000000.0
Net Income,958000000.0,893000000.0,1187000000.0,1246000000.0
Change In Cash,-14000000.0,518000000.0,90000000.0,25000000.0
Repurchase Of Stock,-1826000000.0,-561000000.0,-1946000000.0,-1223000000.0
Effect Of Exchange Rate,16000000.0,1000000.0,1000000.0,1000000.0
Total Cash From Operating Activities,4147000000.0,2928000000.0,1595000000.0,1502000000.0
Depreciation,3092000000.0,1651000000.0,545000000.0,429000000.0
Other Cashflows From Investing Activities,11000000.0,5000000.0,-7000000.0,7000000.0
Change To Account Receivables,320000000.0,-7000000.0,-108000000.0,-75000000.0
Other Cashflows From Financing Activities,-116000000.0,-391000000.0,-5000000.0,-5000000.0
Change To Netincome,261000000.0,221000000.0,21000000.0,-162000000.0
Capital Expenditures,-900000000.0,-721000000.0,-360000000.0,-287000000.0
