,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-189408000000.0,-23620000000.0,-6542000000.0,-9475000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-177665000000.0,-80630000000.0,-71468000000.0,-51541000000.0
Net Borrowings,9386000000.0,-16249000000.0,8824000000.0,19568000000.0
Total Cash From Financing Activities,355819000000.0,3377000000.0,53118000000.0,49268000000.0
Change To Operating Activities,-326000000.0,13170000000.0,1257000000.0,-30080000000.0
Net Income,17894000000.0,27430000000.0,28147000000.0,18232000000.0
Change In Cash,218903000000.0,-15844000000.0,19970000000.0,9696000000.0
Repurchase Of Stock,-7025000000.0,-28144000000.0,-20094000000.0,-12814000000.0
Effect Of Exchange Rate,2756000000.0,-368000000.0,-1200000000.0,2105000000.0
Total Cash From Operating Activities,37993000000.0,61777000000.0,39520000000.0,9864000000.0
Depreciation,1843000000.0,1729000000.0,2063000000.0,2103000000.0
Other Cashflows From Investing Activities,-32950000000.0,-16440000000.0,-50370000000.0,-6112000000.0
Dividends Paid,-7727000000.0,-5934000000.0,-6895000000.0,-5700000000.0
Other Cashflows From Financing Activities,360076000000.0,52629000000.0,71280000000.0,48214000000.0
Change To Netincome,18582000000.0,19448000000.0,8053000000.0,19609000000.0
