,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-29859000.0,-38452000.0,-278990000.0,33000.0
Change To Liabilities,30165000.0,-4390000.0,-17964000.0,240642000.0
Total Cashflows From Investing Activities,-18493000.0,-102612000.0,-32330000.0,-161455000.0
Net Borrowings,-38041000.0,-193771000.0,-290994000.0,-538763000.0
Total Cash From Financing Activities,-209006000.0,-377067000.0,-442322000.0,-674471000.0
Change To Operating Activities,-6016000.0,-25334000.0,13246000.0,-75834000.0
Issuance Of Stock,5890000.0,13181000.0,30552000.0,36395000.0
Net Income,86391000.0,-57209000.0,110451000.0,12751000.0
Change In Cash,64556000.0,-241428000.0,-176850000.0,-400646000.0
Effect Of Exchange Rate,792000.0,658000.0,2039000.0,878000.0
Total Cash From Operating Activities,291263000.0,237593000.0,295763000.0,434402000.0
Depreciation,220162000.0,226154000.0,227661000.0,227915000.0
Other Cashflows From Investing Activities,384000.0,6000.0,174000.0,-9000.0
Dividends Paid,-169075000.0,-168763000.0,-168446000.0,-168078000.0
Other Cashflows From Financing Activities,-7780000.0,-27714000.0,-13434000.0,-4025000.0
Change To Netincome,-39439000.0,98372000.0,-37631000.0,28928000.0
Capital Expenditures,-44448000.0,-29674000.0,-53827000.0,-40888000.0
