,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,4908000000.0,4888000000.0,4896000000.0,4858000000.0
Capital Surplus,28006000000.0,27928000000.0,27823000000.0,27741000000.0
Total Liab,421169000000.0,419581000000.0,423513000000.0,383051000000.0
Total Stockholder Equity,40740000000.0,40413000000.0,41260000000.0,40385000000.0
Minority Interest,513000000.0,449000000.0,319000000.0,430000000.0
Other Current Liab,9359000000.0,7496000000.0,8236000000.0,8875000000.0
Total Assets,466963000000.0,464984000000.0,469633000000.0,428398000000.0
Common Stock,14000000.0,14000000.0,14000000.0,14000000.0
Other Current Assets,4809000000.0,3864000000.0,3677000000.0,3380000000.0
Retained Earnings,35540000000.0,34822000000.0,34241000000.0,33821000000.0
Other Liab,7601000000.0,7732000000.0,4534000000.0,7638000000.0
Good Will,17487000000.0,17469000000.0,17496000000.0,17357000000.0
Treasury Stock,-22820000000.0,-22351000000.0,-20818000000.0,-21191000000.0
Other Assets,75697000000.0,72244000000.0,66153000000.0,66210000000.0
Cash,34916000000.0,34254000000.0,37159000000.0,33751000000.0
Total Current Liabilities,389439000000.0,389249000000.0,396173000000.0,350092000000.0
Short Long Term Debt,1951000000.0,3098000000.0,4939000000.0,1220000000.0
Other Stockholder Equity,-1670000000.0,-1819000000.0,-985000000.0,-1359000000.0
Property Plant Equipment,3442000000.0,3521000000.0,3602000000.0,3617000000.0
Total Current Assets,205167000000.0,207217000000.0,217213000000.0,177565000000.0
Long Term Investments,160262000000.0,159645000000.0,160273000000.0,158791000000.0
Net Tangible Assets,18345000000.0,18056000000.0,18868000000.0,18170000000.0
Short Term Investments,143308000000.0,145908000000.0,155908000000.0,122321000000.0
Net Receivables,5431000000.0,5197000000.0,4218000000.0,3881000000.0
Long Term Debt,24129000000.0,22600000000.0,21384000000.0,25321000000.0
Inventory,1000000.0,2000000.0,1000000.0,1000000.0
Accounts Payable,338670000000.0,336768000000.0,341545000000.0,296312000000.0
