,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,0.0,0.0,0.0,205000000.0
Total Cashflows From Investing Activities,-323000000.0,-433000000.0,-430000000.0,-327000000.0
Net Borrowings,-1000000.0,-16000000.0,-267000000.0,-953000000.0
Total Cash From Financing Activities,-1271000000.0,-301000000.0,-592000000.0,-1208000000.0
Change To Operating Activities,103000000.0,31000000.0,24000000.0,329000000.0
Net Income,525000000.0,299000000.0,1003000000.0,128000000.0
Change In Cash,-616000000.0,451000000.0,530000000.0,-48000000.0
Repurchase Of Stock,-1000000000.0,-1000000000.0,-1000000000.0,-1000000000.0
Effect Of Exchange Rate,1000000.0,-1000000.0,18000000.0,6000000.0
Total Cash From Operating Activities,975000000.0,1188000000.0,1533000000.0,1481000000.0
Depreciation,568000000.0,558000000.0,555000000.0,553000000.0
Other Cashflows From Investing Activities,48000000.0,-68000000.0,-117000000.0,-89000000.0
Dividends Paid,-261000000.0,-264000000.0,-264000000.0,-253000000.0
Other Cashflows From Financing Activities,-9000000.0,-21000000.0,-61000000.0,-2000000.0
Change To Netincome,-221000000.0,300000000.0,-49000000.0,439000000.0
Capital Expenditures,-267000000.0,-253000000.0,-246000000.0,-213000000.0
Change To Inventory,,,,-125000000.0
Change To Account Receivables,,,,-48000000.0
