,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-2700000000.0,-3439000000.0,-429000000.0,-117000000.0
Change To Liabilities,463000000.0,28000000.0,-296000000.0,206000000.0
Total Cashflows From Investing Activities,-2894000000.0,-3234000000.0,-587000000.0,-171000000.0
Net Borrowings,42000000.0,100000000.0,-605000000.0,-129000000.0
Total Cash From Financing Activities,952000000.0,1214000000.0,-1263000000.0,-1785000000.0
Change To Operating Activities,3152000000.0,267000000.0,888000000.0,-265000000.0
Issuance Of Stock,3000000.0,3000000.0,2000000.0,15000000.0
Net Income,1534000000.0,1893000000.0,2098000000.0,1480000000.0
Change In Cash,2690000000.0,330000000.0,739000000.0,-398000000.0
Repurchase Of Stock,-1441000000.0,-1943000000.0,-1630000000.0,-1485000000.0
Effect Of Exchange Rate,9000000.0,9000000.0,-8000000.0,35000000.0
Total Cash From Operating Activities,4623000000.0,2341000000.0,2597000000.0,1523000000.0
Depreciation,207000000.0,183000000.0,198000000.0,234000000.0
Other Cashflows From Investing Activities,-99000000.0,-504000000.0,-56000000.0,-112000000.0
Dividends Paid,-497000000.0,-504000000.0,-506000000.0,-491000000.0
Change To Account Receivables,-648000000.0,324000000.0,-398000000.0,-457000000.0
Other Cashflows From Financing Activities,2845000000.0,3558000000.0,1476000000.0,305000000.0
Change To Netincome,-110000000.0,-386000000.0,164000000.0,325000000.0
Capital Expenditures,-147000000.0,-143000000.0,-162000000.0,-162000000.0
