,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-17969385000.0,-18457615000.0,-8835956000.0,-7377588000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-21031061000.0,-21009939000.0,-15617350000.0,-9055503000.0
Net Borrowings,490764000.0,512236000.0,1485000.0,-31856000.0
Total Cash From Financing Activities,23253887000.0,24376113000.0,17212141000.0,10233360000.0
Change To Operating Activities,174237000.0,-357237000.0,-50691000.0,168712000.0
Issuance Of Stock,141169000.0,973831000.0,13008000.0,4797000.0
Net Income,515000000.0,536814000.0,392910000.0,446307000.0
Change In Cash,2703904000.0,3580096000.0,1986987000.0,1485670000.0
Total Cash From Operating Activities,481078000.0,213922000.0,392196000.0,307813000.0
Depreciation,30051000.0,30949000.0,27233000.0,23957000.0
Dividends Paid,-12406000.0,-4594000.0,-4594000.0,-4594000.0
Other Cashflows From Financing Activities,21649555000.0,22155445000.0,17202242000.0,10265013000.0
Change To Netincome,-51794000.0,-48206000.0,-48360000.0,-183602000.0
Capital Expenditures,-27149000.0,-13851000.0,-21404000.0,-14789000.0
