,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,6000000.0,11000000.0,10000000.0,72000000.0
Change To Liabilities,2152000000.0,1599000000.0,33000000.0,1203000000.0
Total Cashflows From Investing Activities,-1572000000.0,-1563000000.0,-690000000.0,-1827000000.0
Net Borrowings,-2463000000.0,1159000000.0,-220000000.0,689000000.0
Total Cash From Financing Activities,-4945000000.0,-1053000000.0,-2685000000.0,-1696000000.0
Change To Operating Activities,23000000.0,-118000000.0,-610000000.0,239000000.0
Issuance Of Stock,106000000.0,267000000.0,14000000.0,5000000.0
Net Income,3082000000.0,1377000000.0,-665000000.0,-207000000.0
Change In Cash,424000000.0,1527000000.0,-1054000000.0,12000000.0
Effect Of Exchange Rate,-13000000.0,-53000000.0,83000000.0,-2000000.0
Total Cash From Operating Activities,6954000000.0,4196000000.0,2238000000.0,3537000000.0
Depreciation,4522000000.0,4286000000.0,2361000000.0,4017000000.0
Other Cashflows From Investing Activities,14000000.0,25000000.0,15000000.0,-360000000.0
Dividends Paid,-2573000000.0,-2468000000.0,-2465000000.0,-2390000000.0
Change To Inventory,-522000000.0,51000000.0,83000000.0,-170000000.0
Change To Account Receivables,-1898000000.0,-2827000000.0,-1178000000.0,-1168000000.0
Other Cashflows From Financing Activities,-15000000.0,-11000000.0,-14000000.0,-14000000.0
Change To Netincome,-442000000.0,-549000000.0,2064000000.0,-624000000.0
Capital Expenditures,-1797000000.0,-1746000000.0,-2067000000.0,-1630000000.0
