,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,1756864000.0,731353000.0,368117000.0,207521000.0
Capital Surplus,24839000.0,24839000.0,24839000.0,24839000.0
Total Liab,9119196000.0,5992771000.0,2761044000.0,1938992000.0
Total Stockholder Equity,2374280000.0,661323000.0,319051000.0,233108000.0
Other Current Liab,112559000.0,55408000.0,61953000.0,41597000.0
Total Assets,11493476000.0,6654094000.0,3080095000.0,2172100000.0
Other Current Assets,176963000.0,56806000.0,44586000.0,16362000.0
Retained Earnings,2349441000.0,636484000.0,294212000.0,208269000.0
Other Assets,57989000.0,14136000.0,10500000.0,7093000.0
Cash,1223837000.0,133283000.0,42113000.0,68680000.0
Total Current Liabilities,7038036000.0,447947000.0,2361147000.0,160237000.0
Short Long Term Debt,5526345000.0,131000000.0,1714635000.0,
Property Plant Equipment,223599000.0,140850000.0,48580000.0,763000.0
Total Current Assets,9455024000.0,5767755000.0,2652898000.0,1956723000.0
Net Tangible Assets,617416000.0,-70030000.0,-49066000.0,25587000.0
Net Receivables,8054224000.0,5577666000.0,2566199000.0,1871681000.0
Long Term Debt,1975309000.0,5464587000.0,399897000.0,1778755000.0
Accounts Payable,801423000.0,249996000.0,186096000.0,118640000.0
