,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-1000000.0,1000000.0,1000000.0,4000000.0
Change To Liabilities,25000000.0,-300000000.0,607000000.0,-7000000.0
Total Cashflows From Investing Activities,-9000000.0,-24000000.0,-36000000.0,-18000000.0
Total Cash From Financing Activities,-233000000.0,-293000000.0,-216000000.0,-340000000.0
Change To Operating Activities,-14000000.0,-70000000.0,-42000000.0,24000000.0
Issuance Of Stock,4000000.0,3000000.0,2000000.0,2000000.0
Net Income,798000000.0,755000000.0,454000000.0,455000000.0
Change In Cash,703000000.0,396000000.0,954000000.0,484000000.0
Repurchase Of Stock,-3000000.0,-41000000.0,-6000000.0,-12000000.0
Effect Of Exchange Rate,22000000.0,-55000000.0,65000000.0,33000000.0
Total Cash From Operating Activities,923000000.0,768000000.0,1141000000.0,809000000.0
Depreciation,45000000.0,50000000.0,52000000.0,54000000.0
Dividends Paid,-185000000.0,-186000000.0,-161000000.0,-161000000.0
Change To Account Receivables,88000000.0,65000000.0,-154000000.0,142000000.0
Other Cashflows From Financing Activities,-49000000.0,-69000000.0,-51000000.0,-51000000.0
Change To Netincome,53000000.0,96000000.0,254000000.0,361000000.0
Capital Expenditures,-7000000.0,-18000000.0,-33000000.0,-25000000.0
Net Borrowings,,,,-118000000.0
