,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,0.0,0.0,-50100000.0,0.0
Total Cashflows From Investing Activities,-115500000.0,-84600000.0,37700000.0,-109800000.0
Net Borrowings,-48700000.0,40500000.0,-197400000.0,-391500000.0
Total Cash From Financing Activities,-48900000.0,45000000.0,-229100000.0,-391500000.0
Change To Operating Activities,323800000.0,-378200000.0,-144400000.0,-112800000.0
Net Income,388600000.0,84100000.0,-1369800000.0,342800000.0
Change In Cash,776200000.0,-237400000.0,38800000.0,-49500000.0
Effect Of Exchange Rate,1200000.0,-6900000.0,27700000.0,18500000.0
Total Cash From Operating Activities,939400000.0,-190900000.0,202500000.0,433300000.0
Depreciation,201600000.0,202300000.0,190800000.0,124700000.0
Other Cashflows From Investing Activities,-8200000.0,16800000.0,1900000.0,-100000.0
Dividends Paid,-200000.0,-200000.0,-200000.0,-200000.0
Change To Netincome,24100000.0,-100900000.0,1459600000.0,76300000.0
Capital Expenditures,-109400000.0,-102500000.0,-118400000.0,-111300000.0
Issuance Of Stock,,4500000.0,100000.0,100000.0
Change To Inventory,,,-46200000.0,-46200000.0
Change To Account Receivables,,,160800000.0,160800000.0
Other Cashflows From Financing Activities,,,-31800000.0,-31800000.0
