,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,9425000000.0,9358000000.0,9631000000.0,9760000000.0
Total Liab,202512000000.0,210011000000.0,216378000000.0,219522000000.0
Total Stockholder Equity,33481000000.0,33579000000.0,35546000000.0,33263000000.0
Minority Interest,1560000000.0,1568000000.0,1522000000.0,1524000000.0
Deferred Long Term Liab,2544000000.0,2511000000.0,2490000000.0,5226000000.0
Other Current Liab,30771000000.0,32132000000.0,34088000000.0,16790000000.0
Total Assets,237559000000.0,245164000000.0,253452000000.0,254315000000.0
Common Stock,702000000.0,702000000.0,702000000.0,702000000.0
Other Current Assets,3815000000.0,3875000000.0,4122000000.0,4907000000.0
Retained Earnings,87993000000.0,89276000000.0,92247000000.0,89905000000.0
Other Liab,42796000000.0,42656000000.0,45523000000.0,64804000000.0
Good Will,25491000000.0,25320000000.0,25524000000.0,25278000000.0
Treasury Stock,-55214000000.0,-56399000000.0,-57403000000.0,-57344000000.0
Other Assets,28714000000.0,27635000000.0,29980000000.0,38084000000.0
Cash,13090000000.0,19861000000.0,20609000000.0,21237000000.0
Total Current Liabilities,56639000000.0,57681000000.0,56069000000.0,36837000000.0
Deferred Long Term Asset Charges,9813000000.0,9209000000.0,9350000000.0,9332000000.0
Other Stockholder Equity,26211000000.0,25149000000.0,24558000000.0,24781000000.0
Property Plant Equipment,16169000000.0,16296000000.0,44662000000.0,44830000000.0
Total Current Assets,102411000000.0,113198000000.0,88412000000.0,87040000000.0
Long Term Investments,112000000.0,32000000.0,36000000.0,5434000000.0
Net Tangible Assets,-1470000000.0,-1136000000.0,248000000.0,-1924000000.0
Short Term Investments,6134000000.0,6741000000.0,7319000000.0,
Net Receivables,20621000000.0,21202000000.0,22455000000.0,17302000000.0
Long Term Debt,59231000000.0,66890000000.0,70288000000.0,73034000000.0
Inventory,17016000000.0,16530000000.0,15890000000.0,14925000000.0
Accounts Payable,16653000000.0,16090000000.0,16476000000.0,13941000000.0
