,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-83931000.0,-301211000.0,-168868000.0,-325775000.0
Change To Liabilities,-10382000.0,29551000.0,-145000.0,-13474000.0
Total Cashflows From Investing Activities,-416900000.0,-527691000.0,-59893000.0,-567940000.0
Net Borrowings,481599000.0,73674000.0,-110625000.0,90821000.0
Total Cash From Financing Activities,-383261000.0,-461689000.0,-676392000.0,-310843000.0
Change To Operating Activities,-2981000.0,9175000.0,319000.0,-3174000.0
Issuance Of Stock,14865000.0,110006000.0,6213000.0,115690000.0
Net Income,568870000.0,439286000.0,390153000.0,433059000.0
Change In Cash,2947000.0,-70301000.0,90269000.0,-109176000.0
Repurchase Of Stock,-274979000.0,-60677000.0,-52102000.0,-316000.0
Total Cash From Operating Activities,803108000.0,919079000.0,826554000.0,769607000.0
Depreciation,525497000.0,483750000.0,479884000.0,468881000.0
Other Cashflows From Investing Activities,36133000.0,214349000.0,114155000.0,112463000.0
Dividends Paid,-536098000.0,-507754000.0,-484182000.0,-450625000.0
Other Cashflows From Financing Activities,-68648000.0,-76938000.0,-35696000.0,-66413000.0
Change To Netincome,-277896000.0,-42683000.0,-43657000.0,-115685000.0
