,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,107332000.0,-80092000.0,-58645000.0,-28477000.0
Total Cashflows From Investing Activities,-19183000.0,-7904000.0,176832000.0,-21435000.0
Net Borrowings,-300001000.0,-300001000.0,-300001000.0,-250000000.0
Total Cash From Financing Activities,-247121000.0,-3443000.0,530000.0,-249884000.0
Change To Operating Activities,-36602000.0,-91028000.0,3301000.0,66964000.0
Issuance Of Stock,89000.0,858000.0,889000.0,996000.0
Net Income,59207000.0,77752000.0,184453000.0,38946000.0
Change In Cash,2200000.0,-168835000.0,653980000.0,-213569000.0
Repurchase Of Stock,-209000.0,-4301000.0,-390000.0,-553000.0
Effect Of Exchange Rate,15681000.0,-6900000.0,14047000.0,-1953000.0
Total Cash From Operating Activities,252823000.0,-150588000.0,462571000.0,59703000.0
Depreciation,35147000.0,35512000.0,40815000.0,37250000.0
Change To Inventory,-26862000.0,49246000.0,175236000.0,147500000.0
Change To Account Receivables,64803000.0,-170493000.0,273488000.0,-231933000.0
Other Cashflows From Financing Activities,53000000.0,53000000.0,31000.0,-327000.0
Change To Netincome,45488000.0,27252000.0,-140429000.0,18604000.0
Capital Expenditures,-19668000.0,-8465000.0,-20652000.0,-20777000.0
