,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,2453000000.0,2676000000.0,2880000000.0,3099000000.0
Capital Surplus,41756000000.0,41745000000.0,41701000000.0,41909000000.0
Total Liab,39407000000.0,39268000000.0,43669000000.0,43931000000.0
Total Stockholder Equity,31436000000.0,33742000000.0,33678000000.0,33636000000.0
Minority Interest,1130000000.0,1147000000.0,1519000000.0,1488000000.0
Deferred Long Term Liab,897000000.0,840000000.0,819000000.0,950000000.0
Other Current Liab,1111000000.0,1121000000.0,2216000000.0,1389000000.0
Total Assets,71973000000.0,74157000000.0,78866000000.0,79055000000.0
Common Stock,23000000.0,23000000.0,23000000.0,22000000.0
Other Current Assets,285000000.0,342000000.0,547000000.0,373000000.0
Retained Earnings,-9936000000.0,-7693000000.0,-7716000000.0,-7754000000.0
Other Liab,1932000000.0,1963000000.0,2098000000.0,2673000000.0
Good Will,19851000000.0,21451000000.0,21965000000.0,22162000000.0
Treasury Stock,-407000000.0,-333000000.0,-330000000.0,-541000000.0
Other Assets,1835000000.0,1972000000.0,2800000000.0,3462000000.0
Cash,1184000000.0,185000000.0,3280000000.0,264000000.0
Total Current Liabilities,5074000000.0,5100000000.0,7557000000.0,6181000000.0
Deferred Long Term Asset Charges,536000000.0,857000000.0,1566000000.0,2044000000.0
Short Long Term Debt,2561000000.0,2440000000.0,192000000.0,2466000000.0
Other Stockholder Equity,-407000000.0,-333000000.0,-330000000.0,-541000000.0
Property Plant Equipment,36139000000.0,36748000000.0,37897000000.0,40155000000.0
Total Current Assets,3203000000.0,3238000000.0,5722000000.0,2715000000.0
Long Term Investments,8492000000.0,8072000000.0,7602000000.0,7462000000.0
Net Tangible Assets,9132000000.0,9615000000.0,8833000000.0,8375000000.0
Net Receivables,1267000000.0,1370000000.0,1498000000.0,1613000000.0
Long Term Debt,32137000000.0,31914000000.0,34014000000.0,35077000000.0
Inventory,348000000.0,371000000.0,385000000.0,424000000.0
Accounts Payable,837000000.0,914000000.0,1337000000.0,1340000000.0
Short Term Investments,,925000000.0,,
