,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-39100000.0,-16300000.0,-22300000.0,-36200000.0
Change To Liabilities,43100000.0,25300000.0,9500000.0,230900000.0
Total Cashflows From Investing Activities,-643200000.0,-1283100000.0,206700000.0,-2228700000.0
Net Borrowings,-412200000.0,210100000.0,-695000000.0,956900000.0
Total Cash From Financing Activities,-517400000.0,-252700000.0,-1389900000.0,593200000.0
Change To Operating Activities,252500000.0,-174700000.0,-30100000.0,-83000000.0
Issuance Of Stock,55900000.0,64700000.0,69100000.0,73600000.0
Net Income,1556100000.0,823800000.0,883700000.0,1227100000.0
Change In Cash,983300000.0,-89300000.0,110200000.0,-117000000.0
Repurchase Of Stock,-134500000.0,-490600000.0,-748000000.0,-385500000.0
Effect Of Exchange Rate,8600000.0,1800000.0,-12000000.0,20500000.0
Total Cash From Operating Activities,2135300000.0,1444700000.0,1305400000.0,1498100000.0
Depreciation,502400000.0,478100000.0,452700000.0,447300000.0
Other Cashflows From Investing Activities,3100000.0,1700000.0,18300000.0,18300000.0
Change To Inventory,-196600000.0,-21900000.0,-18900000.0,-16400000.0
Change To Account Receivables,-955900000.0,-123100000.0,-30800000.0,-9200000.0
Other Cashflows From Financing Activities,-26600000.0,-36900000.0,-16000000.0,-51800000.0
Change To Netincome,838900000.0,338100000.0,-57800000.0,-384500000.0
Capital Expenditures,-381700000.0,-400200000.0,-379800000.0,-312900000.0
