,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-137500000.0,-26800000.0,129400000.0,-59700000.0
Total Cashflows From Investing Activities,-1545800000.0,-3071100000.0,-2455100000.0,562000000.0
Net Borrowings,2238200000.0,3236300000.0,2130800000.0,2027800000.0
Total Cash From Financing Activities,-2249000000.0,-4994800000.0,-5949600000.0,-5310800000.0
Change To Operating Activities,44400000.0,-3900000.0,-87400000.0,-146400000.0
Issuance Of Stock,295500000.0,350500000.0,403200000.0,456800000.0
Net Income,4730500000.0,6025400000.0,5924300000.0,5192300000.0
Change In Cash,2550600000.0,32500000.0,-1597800000.0,1240400000.0
Repurchase Of Stock,-907800000.0,-4976200000.0,-5207700000.0,-4685700000.0
Effect Of Exchange Rate,80200000.0,-23700000.0,-159800000.0,264000000.0
Total Cash From Operating Activities,6265200000.0,8122100000.0,6966700000.0,5551200000.0
Depreciation,1751400000.0,1617900000.0,1482000000.0,1363400000.0
Other Cashflows From Investing Activities,57400000.0,-628500000.0,-302900000.0,-245900000.0
Dividends Paid,-3752900000.0,-3581900000.0,-3255900000.0,-3089200000.0
Change To Inventory,-68600000.0,128800000.0,-1900000.0,-37300000.0
Change To Account Receivables,-6800000.0,27000000.0,-479400000.0,-340700000.0
Other Cashflows From Financing Activities,-122000000.0,-23500000.0,-20000000.0,-20500000.0
Change To Netincome,-4600000.0,180300000.0,33100000.0,-24000000.0
Capital Expenditures,-1640800000.0,-2393700000.0,-2741700000.0,-1853700000.0
