,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,4397000000.0,5381000000.0,5719000000.0,6358000000.0
Capital Surplus,24613000000.0,23565000000.0,18659000000.0,15083000000.0
Total Liab,19765000000.0,18870000000.0,17426000000.0,18090000000.0
Total Stockholder Equity,12893000000.0,21929000000.0,17465000000.0,14277000000.0
Minority Interest,5349000000.0,12570000000.0,17548000000.0,24133000000.0
Deferred Long Term Liab,181000000.0,181000000.0,200000000.0,360000000.0
Other Current Liab,4678000000.0,4103000000.0,3098000000.0,2932000000.0
Total Assets,38007000000.0,53369000000.0,52439000000.0,56500000000.0
Other Current Assets,766000000.0,695000000.0,659000000.0,879000000.0
Retained Earnings,-9942000000.0,,25000000.0,-103000000.0
Other Liab,2203000000.0,1914000000.0,2121000000.0,2551000000.0
Good Will,5977000000.0,20690000000.0,20717000000.0,19927000000.0
Treasury Stock,-1778000000.0,-1636000000.0,-1219000000.0,-703000000.0
Other Assets,5000000000.0,4978000000.0,4804000000.0,4832000000.0
Cash,4132000000.0,3249000000.0,3723000000.0,7023000000.0
Total Current Liabilities,10227000000.0,10014000000.0,9020000000.0,9227000000.0
Deferred Long Term Asset Charges,953000000.0,954000000.0,1072000000.0,715000000.0
Other Stockholder Equity,-1778000000.0,-1636000000.0,-1219000000.0,-703000000.0
Property Plant Equipment,6160000000.0,7069000000.0,6228000000.0,6959000000.0
Total Current Assets,16455000000.0,15222000000.0,14971000000.0,18424000000.0
Long Term Investments,18000000.0,29000000.0,,
Net Tangible Assets,2519000000.0,-4142000000.0,-8971000000.0,-12008000000.0
Short Term Investments,1514000000.0,254000000.0,,
Net Receivables,5622000000.0,6416000000.0,5969000000.0,6015000000.0
Long Term Debt,6744000000.0,6301000000.0,6285000000.0,6225000000.0
Inventory,4421000000.0,4608000000.0,4620000000.0,4507000000.0
Accounts Payable,3532000000.0,4268000000.0,4025000000.0,3377000000.0
Common Stock,,,35013000000.0,
Short Long Term Debt,,,,639000000.0
