,2021-08-01,2021-05-02,2021-01-31,2020-11-01
Intangible Assets,157840000.0,156606000.0,80080000.0,82276000.0
Capital Surplus,381737000.0,364743000.0,388667000.0,374352000.0
Total Liab,1733932000.0,1689976000.0,1626649000.0,1464967000.0
Total Stockholder Equity,2671166000.0,2639855000.0,2558566000.0,2162953000.0
Other Current Liab,234258000.0,240534000.0,247782000.0,178766000.0
Total Assets,4405098000.0,4329831000.0,4185215000.0,3627920000.0
Common Stock,623000.0,625000.0,626000.0,626000.0
Other Current Assets,153639000.0,189021000.0,168760000.0,184064000.0
Retained Earnings,2445845000.0,2408006000.0,2346428000.0,2016591000.0
Other Liab,107844000.0,108245000.0,110881000.0,98703000.0
Good Will,387024000.0,387115000.0,386877000.0,386632000.0
Treasury Stock,-157039000.0,-133519000.0,-177155000.0,-228616000.0
Other Assets,48919000.0,38834000.0,113357000.0,124233000.0
Cash,1170041000.0,1179739000.0,1150517000.0,481581000.0
Total Current Liabilities,981354000.0,964814000.0,883178000.0,730878000.0
Deferred Long Term Asset Charges,6564000.0,6773000.0,6731000.0,31562000.0
Other Stockholder Equity,-157039000.0,-133519000.0,-177155000.0,-228616000.0
Property Plant Equipment,1536008000.0,1493824000.0,1480522000.0,1433966000.0
Total Current Assets,2275307000.0,2253452000.0,2124379000.0,1600813000.0
Net Tangible Assets,2126302000.0,2096134000.0,2091609000.0,1694045000.0
Net Receivables,56150000.0,56956000.0,75708000.0,73081000.0
Inventory,789836000.0,732890000.0,647230000.0,770990000.0
Accounts Payable,203546000.0,196934000.0,172246000.0,160779000.0
