,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,105036000000.0,107316000000.0,105510000000.0,105557000000.0
1,Capital Surplus,13403000000.0,13408000000.0,13404000000.0,13404000000.0
2,Total Liab,274078000000.0,272890000000.0,247209000000.0,230464000000.0
3,Total Stockholder Equity,73684000000.0,71232000000.0,67842000000.0,65069000000.0
4,Minority Interest,1428000000.0,1451000000.0,1430000000.0,1461000000.0
5,Deferred Long Term Liab,2113000000.0,2068000000.0,2070000000.0,1805000000.0
6,Other Current Liab,11846000000.0,9173000000.0,11060000000.0,9031000000.0
7,Total Assets,349190000000.0,345573000000.0,316481000000.0,296994000000.0
8,Common Stock,429000000.0,429000000.0,429000000.0,429000000.0
9,Other Current Assets,3747000000.0,3606000000.0,3667000000.0,3505000000.0
10,Retained Earnings,66310000000.0,63107000000.0,60464000000.0,58473000000.0
11,Other Liab,65174000000.0,65794000000.0,65685000000.0,65536000000.0
12,Good Will,24915000000.0,24837000000.0,24773000000.0,24799000000.0
13,Treasury Stock,-6458000000.0,-5712000000.0,-6455000000.0,-7237000000.0
14,Other Assets,59877000000.0,55313000000.0,12405000000.0,9439000000.0
15,Cash,4657000000.0,10205000000.0,22171000000.0,8983000000.0
16,Total Current Liabilities,40078000000.0,38730000000.0,39660000000.0,36185000000.0
17,Short Long Term Debt,6646000000.0,8802000000.0,5201000000.0,6269000000.0
18,Other Stockholder Equity,174000000.0,922000000.0,264000000.0,-516000000.0
19,Property Plant Equipment,122382000000.0,117191000000.0,117364000000.0,115862000000.0
20,Total Current Assets,35626000000.0,39647000000.0,54594000000.0,38572000000.0
21,Long Term Investments,1354000000.0,1269000000.0,1835000000.0,2765000000.0
22,Net Tangible Assets,-56267000000.0,-60921000000.0,-62441000000.0,-65287000000.0
23,Net Receivables,22029000000.0,23236000000.0,24650000000.0,23350000000.0
24,Long Term Debt,144568000000.0,149296000000.0,122948000000.0,109316000000.0
25,Inventory,1421000000.0,1303000000.0,1796000000.0,1457000000.0
26,Accounts Payable,17328000000.0,17219000000.0,6667000000.0,17391000000.0
0,Change To Liabilities,0.0,0.0,-966000000.0,0.0
1,Total Cashflows From Investing Activities,-4748000000.0,-49653000000.0,-5043000000.0,-6345000000.0
2,Net Borrowings,-7762000000.0,31349000000.0,13022000000.0,2243000000.0
3,Total Cash From Financing Activities,-11406000000.0,27956000000.0,9062000000.0,-1505000000.0
4,Change To Operating Activities,123000000.0,-41000000.0,-143000000.0,-1952000000.0
5,Net Income,5800000000.0,5245000000.0,4588000000.0,4357000000.0
6,Change In Cash,-5410000000.0,-12003000000.0,13315000000.0,1070000000.0
7,Total Cash From Operating Activities,10744000000.0,9694000000.0,9296000000.0,8920000000.0
8,Depreciation,4020000000.0,4174000000.0,4197000000.0,4192000000.0
9,Other Cashflows From Investing Activities,19000000.0,32000000.0,-867000000.0,-1733000000.0
10,Dividends Paid,-2597000000.0,-2601000000.0,-2596000000.0,-2546000000.0
11,Other Cashflows From Financing Activities,-1047000000.0,-792000000.0,-1364000000.0,-1202000000.0
12,Change To Netincome,801000000.0,316000000.0,1800000000.0,2323000000.0
13,Capital Expenditures,-4222000000.0,-4494000000.0,-4024000000.0,-4318000000.0
14,Change To Inventory,,,-369000000.0,-369000000.0
15,Change To Account Receivables,,,189000000.0,189000000.0
