,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-16924000000.0,-12747000000.0,-18019000000.0,-8498000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-16210000000.0,-17028000000.0,-21628000000.0,-11957000000.0
Net Borrowings,729000000.0,1732000000.0,2448000000.0,251000000.0
Total Cash From Financing Activities,4883000000.0,-1634000000.0,781000000.0,-1258000000.0
Change To Operating Activities,3451000000.0,13514000000.0,17532000000.0,6305000000.0
Issuance Of Stock,153000000.0,133000000.0,132000000.0,246000000.0
Net Income,-374000000.0,4186000000.0,4074000000.0,7863000000.0
Change In Cash,-2619000000.0,979000000.0,959000000.0,355000000.0
Repurchase Of Stock,-500000000.0,-2500000000.0,-1500000000.0,-1250000000.0
Effect Of Exchange Rate,340000000.0,16000000.0,142000000.0,110000000.0
Total Cash From Operating Activities,8368000000.0,19625000000.0,21664000000.0,13460000000.0
Depreciation,457000000.0,460000000.0,161000000.0,222000000.0
Other Cashflows From Investing Activities,-652000000.0,1278000000.0,-94000000.0,-1088000000.0
Dividends Paid,-1766000000.0,-1641000000.0,-1521000000.0,-1296000000.0
Other Cashflows From Financing Activities,6267000000.0,642000000.0,1222000000.0,791000000.0
Change To Netincome,5258000000.0,1804000000.0,-152000000.0,689000000.0
