,2021-07-30,2021-04-30,2021-01-29,2020-10-30
Investments,-45000000.0,110000000.0,29000000.0,-95000000.0
Change To Liabilities,2202000000.0,440000000.0,3628000000.0,302000000.0
Total Cashflows From Investing Activities,-669000000.0,-519000000.0,-486000000.0,1435000000.0
Net Borrowings,-3144000000.0,-1344000000.0,-2056000000.0,-4099000000.0
Total Cash From Financing Activities,-3673000000.0,-1638000000.0,-2467000000.0,-4310000000.0
Change To Operating Activities,-241000000.0,-2016000000.0,415000000.0,265000000.0
Issuance Of Stock,26000000.0,160000000.0,63000000.0,168000000.0
Net Income,831000000.0,887000000.0,1227000000.0,832000000.0
Change In Cash,-2633000000.0,76000000.0,3027000000.0,104000000.0
Repurchase Of Stock,-8000000.0,-9000000.0,-1000000.0,-1000000.0
Effect Of Exchange Rate,-16000000.0,-5000000.0,103000000.0,-15000000.0
Total Cash From Operating Activities,1725000000.0,2238000000.0,5877000000.0,2994000000.0
Depreciation,1240000000.0,1239000000.0,1058000000.0,1361000000.0
Other Cashflows From Investing Activities,14000000.0,6000000.0,2000000.0,14000000.0
Change To Inventory,-395000000.0,-396000000.0,-45000000.0,164000000.0
Change To Account Receivables,-2117000000.0,1850000000.0,-1281000000.0,231000000.0
Other Cashflows From Financing Activities,-547000000.0,-445000000.0,-473000000.0,-379000000.0
Change To Netincome,205000000.0,234000000.0,560000000.0,-161000000.0
Capital Expenditures,-632000000.0,-625000000.0,-498000000.0,-480000000.0
