,2021-08-31,2021-05-31,2021-02-28,2020-11-30
Intangible Assets,695285000.0,736877000.0,769149000.0,798959000.0
Capital Surplus,2338108000.0,2327025000.0,2314996000.0,
Total Liab,2443685000.0,2572472000.0,2731571000.0,2875471000.0
Total Stockholder Equity,2565755000.0,2529768000.0,2389278000.0,2302085000.0
Other Current Liab,57610000.0,63856000.0,52402000.0,49765000.0
Total Assets,5009440000.0,5102240000.0,5120849000.0,5177556000.0
Common Stock,5000.0,5000.0,5000.0,2305899000.0
Other Current Assets,175217000.0,256236000.0,160720000.0,189239000.0
Retained Earnings,281469000.0,171715000.0,88811000.0,
Other Liab,325939000.0,345337000.0,368626000.0,381803000.0
Good Will,1822642000.0,1837900000.0,1837921000.0,1836050000.0
Treasury Stock,-53827000.0,31023000.0,-14534000.0,-3814000.0
Other Assets,133735000.0,137197000.0,159287000.0,161154000.0
Cash,154193000.0,131249000.0,117576000.0,152656000.0
Total Current Liabilities,888792000.0,889613000.0,877576000.0,1008662000.0
Deferred Long Term Asset Charges,43007000.0,41582000.0,49480000.0,47423000.0
Other Stockholder Equity,-39863000.0,31550000.0,-14125000.0,-3814000.0
Property Plant Equipment,896952000.0,913394000.0,947188000.0,958017000.0
Total Current Assets,1460826000.0,1476872000.0,1407304000.0,1423376000.0
Net Tangible Assets,47828000.0,-45009000.0,-217792000.0,-332924000.0
Net Receivables,1131416000.0,1089387000.0,1129008000.0,1081481000.0
Long Term Debt,865837000.0,959158000.0,1113218000.0,1111362000.0
Accounts Payable,78618000.0,109506000.0,101215000.0,140575000.0
Short Long Term Debt,,,,33750000.0
