,2021-05-30,2020-05-31,2019-05-26,2018-05-27
Intangible Assets,7150600000.0,7095800000.0,7166800000.0,7445100000.0
Capital Surplus,1365500000.0,1348600000.0,1386700000.0,1202500000.0
Total Liab,21463800000.0,21912600000.0,22191800000.0,23355400000.0
Total Stockholder Equity,9470400000.0,8058500000.0,7054500000.0,6141100000.0
Minority Interest,907700000.0,835600000.0,864900000.0,1127500000.0
Other Current Liab,580700000.0,457700000.0,445300000.0,491500000.0
Total Assets,31841900000.0,30806700000.0,30111200000.0,30624000000.0
Common Stock,75500000.0,75500000.0,75500000.0,75500000.0
Other Current Assets,69500000.0,122400000.0,58300000.0,58300000.0
Retained Earnings,17069800000.0,15982100000.0,14996700000.0,14459600000.0
Other Liab,3127900000.0,3215100000.0,3479900000.0,3344800000.0
Good Will,14062400000.0,13923200000.0,13995800000.0,14065000000.0
Treasury Stock,-9040400000.0,-9347700000.0,-9404400000.0,-9596500000.0
Other Assets,322600000.0,153900000.0,522000000.0,443400000.0
Cash,1505200000.0,1677800000.0,450000000.0,399000000.0
Total Current Liabilities,8265800000.0,7491500000.0,7087100000.0,7341900000.0
Short Long Term Debt,2463100000.0,2331500000.0,1396500000.0,1600100000.0
Other Stockholder Equity,-2429200000.0,-2914400000.0,-2625400000.0,-2429000000.0
Property Plant Equipment,3985400000.0,3945800000.0,3787200000.0,4047200000.0
Total Current Assets,5754500000.0,5121300000.0,4186500000.0,4123700000.0
Long Term Investments,566400000.0,566700000.0,452900000.0,499600000.0
Net Tangible Assets,-11742600000.0,-12960500000.0,-14108100000.0,-15369000000.0
Short Term Investments,360000000.0,,,
Net Receivables,1777600000.0,1700300000.0,1929900000.0,1858600000.0
Long Term Debt,9785800000.0,10929000000.0,11624800000.0,12668700000.0
Inventory,1820500000.0,1426300000.0,1559300000.0,1642200000.0
Accounts Payable,3653500000.0,3247700000.0,2854100000.0,2746200000.0
