,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,134100000.0,127951000.0,222506000.0,123705000.0
Capital Surplus,2598115000.0,2512676000.0,2457079000.0,1497928000.0
Total Liab,14606864000.0,12329809000.0,11401480000.0,11603389000.0
Total Stockholder Equity,-351997000.0,1743045000.0,2034123000.0,947846000.0
Minority Interest,-385320000.0,-201573000.0,-219334000.0,130504000.0
Other Current Liab,677474000.0,859387000.0,986292000.0,1080815000.0
Total Assets,13869547000.0,13871281000.0,13216269000.0,12681739000.0
Common Stock,1235000.0,1228000.0,1221000.0,1164000.0
Retained Earnings,-1532420000.0,641818000.0,921785000.0,635067000.0
Other Liab,67611000.0,90001000.0,108277000.0,107163000.0
Good Will,144095000.0,18463000.0,,
Treasury Stock,-1418927000.0,-1412677000.0,-1345962000.0,-1186313000.0
Other Assets,182967000.0,791779000.0,966467000.0,474812000.0
Cash,3482032000.0,2351904000.0,2215001000.0,2804474000.0
Total Current Liabilities,1880888000.0,1982884000.0,1882063000.0,1930290000.0
Short Long Term Debt,601808000.0,323876000.0,11960000.0,62690000.0
Other Stockholder Equity,3604000.0,-1679000.0,-1950000.0,-1845000.0
Property Plant Equipment,9595238000.0,10076751000.0,9385920000.0,8498756000.0
Total Current Assets,3813147000.0,2856337000.0,2641376000.0,3423784000.0
Net Tangible Assets,-630192000.0,1596631000.0,1811617000.0,824141000.0
Net Receivables,200158000.0,346429000.0,276644000.0,299128000.0
Long Term Debt,12480862000.0,10079983000.0,9411140000.0,9565936000.0
Inventory,66285000.0,88519000.0,66627000.0,71636000.0
Accounts Payable,148478000.0,262437000.0,321796000.0,285437000.0
Deferred Long Term Asset Charges,,562262000.0,736452000.0,240533000.0
Long Term Investments,,,,160682000.0
Short Term Investments,,,,166773000.0
