,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-11782000000.0,-9488000000.0,-622000000.0,-3086000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-15440000000.0,-21560000000.0,-8977000000.0,-12126000000.0
Net Borrowings,-11932000000.0,8364000000.0,6638000000.0,1605000000.0
Total Cash From Financing Activities,51899000000.0,17623000000.0,361000000.0,9454000000.0
Issuance Of Stock,15000000.0,88000000.0,86000000.0,159000000.0
Net Income,4959000000.0,6914000000.0,7096000000.0,6218000000.0
Change In Cash,40175000000.0,952000000.0,1948000000.0,3800000000.0
Repurchase Of Stock,-1672000000.0,-4525000000.0,-2822000000.0,-2631000000.0
Total Cash From Operating Activities,3716000000.0,4889000000.0,10564000000.0,6472000000.0
Depreciation,527000000.0,502000000.0,467000000.0,468000000.0
Other Cashflows From Investing Activities,-636000000.0,-1295000000.0,-289000000.0,-404000000.0
Dividends Paid,-2852000000.0,-2745000000.0,-2366000000.0,-2212000000.0
Other Cashflows From Financing Activities,67854000000.0,16441000000.0,-1740000000.0,12625000000.0
Change To Netincome,-1770000000.0,-2527000000.0,3001000000.0,-214000000.0
