,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-2932000000.0,-22596000000.0,-2945000000.0,-6214000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-5890000000.0,-19466000000.0,6410000000.0,-3855000000.0
Net Borrowings,300000000.0,-3429000000.0,-3126000000.0,-6979000000.0
Total Cash From Financing Activities,1379000000.0,-550000000.0,13192000000.0,-7774000000.0
Issuance Of Stock,19000000.0,17000000.0,4000000.0,1000000.0
Net Income,1982000000.0,2280000000.0,1519000000.0,1580000000.0
Change In Cash,1072000000.0,-19079000000.0,18533000000.0,-8345000000.0
Repurchase Of Stock,-891000000.0,-646000000.0,-12000000.0,-12000000.0
Total Cash From Operating Activities,5583000000.0,937000000.0,-1069000000.0,3284000000.0
Depreciation,124000000.0,122000000.0,134000000.0,133000000.0
Other Cashflows From Investing Activities,-473000000.0,106000000.0,330000000.0,-568000000.0
Dividends Paid,-720000000.0,-713000000.0,-713000000.0,-707000000.0
Other Cashflows From Financing Activities,3421000000.0,3991000000.0,16553000000.0,-89000000.0
Change To Netincome,3477000000.0,-1465000000.0,-2722000000.0,1571000000.0
