,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,53243000000.0,63969000000.0,1091000000.0,1210000000.0
Capital Surplus,44325000000.0,43709000000.0,2081000000.0,1898000000.0
Total Liab,80599000000.0,78246000000.0,20859000000.0,21704000000.0
Total Stockholder Equity,37822000000.0,51598000000.0,14031000000.0,11741000000.0
Minority Interest,60000000.0,100000000.0,96000000.0,106000000.0
Other Current Liab,4445000000.0,4413000000.0,2529000000.0,1161000000.0
Total Assets,118481000000.0,129944000000.0,34986000000.0,33551000000.0
Common Stock,292000000.0,292000000.0,221000000.0,221000000.0
Other Current Assets,3167000000.0,1983000000.0,2015000000.0,691000000.0
Retained Earnings,21281000000.0,34474000000.0,34065000000.0,31160000000.0
Other Liab,12340000000.0,15882000000.0,4544000000.0,5166000000.0
Good Will,20547000000.0,22488000000.0,6538000000.0,6863000000.0
Treasury Stock,-28076000000.0,-26877000000.0,-22336000000.0,-21538000000.0
Other Assets,3245000000.0,3005000000.0,2165000000.0,2858000000.0
Cash,14546000000.0,12346000000.0,6911000000.0,5421000000.0
Total Current Liabilities,19080000000.0,18304000000.0,10654000000.0,9563000000.0
Deferred Long Term Asset Charges,1161000000.0,510000000.0,815000000.0,1610000000.0
Short Long Term Debt,2000000000.0,2763000000.0,1249000000.0,
Other Stockholder Equity,-1839000000.0,-1520000000.0,-2762000000.0,-2289000000.0
Property Plant Equipment,6745000000.0,6956000000.0,5027000000.0,5001000000.0
Total Current Assets,30192000000.0,29354000000.0,17716000000.0,14854000000.0
Long Term Investments,4509000000.0,4172000000.0,2449000000.0,2765000000.0
Net Tangible Assets,-35968000000.0,-34859000000.0,6402000000.0,3668000000.0
Short Term Investments,1904000000.0,3047000000.0,1848000000.0,1391000000.0
Net Receivables,8501000000.0,7685000000.0,5747000000.0,5609000000.0
Long Term Debt,48346000000.0,43388000000.0,5661000000.0,6975000000.0
Inventory,2074000000.0,4293000000.0,1195000000.0,1166000000.0
Accounts Payable,2713000000.0,2445000000.0,1892000000.0,2248000000.0
