,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,-176000000.0,390000000.0,279000000.0,178000000.0
Total Cashflows From Investing Activities,95000000.0,-1224000000.0,-393000000.0,-644000000.0
Net Borrowings,2723000000.0,319000000.0,-972000000.0,152000000.0
Total Cash From Financing Activities,2334000000.0,-103000000.0,-1349000000.0,-268000000.0
Change To Operating Activities,-2088000000.0,-1932000000.0,-1361000000.0,-1051000000.0
Issuance Of Stock,31000000.0,31000000.0,16000000.0,16000000.0
Net Income,-289000000.0,359000000.0,501000000.0,521000000.0
Change In Cash,1168000000.0,-1314000000.0,-200000000.0,688000000.0
Total Cash From Operating Activities,-1261000000.0,13000000.0,1542000000.0,1600000000.0
Depreciation,1270000000.0,1267000000.0,1253000000.0,1235000000.0
Other Cashflows From Investing Activities,1555000000.0,1218000000.0,1394000000.0,1113000000.0
Dividends Paid,-374000000.0,-373000000.0,-373000000.0,-373000000.0
Change To Inventory,77000000.0,-18000000.0,-53000000.0,-95000000.0
Change To Account Receivables,-372000000.0,-498000000.0,-123000000.0,518000000.0
Other Cashflows From Financing Activities,-46000000.0,-32000000.0,-20000000.0,-63000000.0
Change To Netincome,44000000.0,120000000.0,806000000.0,224000000.0
Capital Expenditures,-2140000000.0,-2442000000.0,-1833000000.0,-1757000000.0
Repurchase Of Stock,,-17000000.0,-17000000.0,-17000000.0
