,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,6154000000.0,106000000.0,-4230000000.0,5821000000.0
Change To Liabilities,-6631000000.0,193000000.0,2951000000.0,6343000000.0
Total Cashflows From Investing Activities,6669000000.0,-491000000.0,-5745000000.0,1345000000.0
Net Borrowings,-6417000000.0,-7688000000.0,2226000000.0,-19300000000.0
Total Cash From Financing Activities,-6405000000.0,-7793000000.0,2284000000.0,-19360000000.0
Change To Operating Activities,7858000000.0,2607000000.0,1098000000.0,1234000000.0
Net Income,561000000.0,3262000000.0,-2788000000.0,2385000000.0
Change In Cash,1112000000.0,-3885000000.0,1463000000.0,-6709000000.0
Effect Of Exchange Rate,92000000.0,-93000000.0,385000000.0,218000000.0
Total Cash From Operating Activities,756000000.0,4492000000.0,4539000000.0,11088000000.0
Depreciation,1182000000.0,1742000000.0,1580000000.0,1520000000.0
Other Cashflows From Investing Activities,-145000000.0,-23000000.0,234000000.0,-473000000.0
Change To Inventory,-753000000.0,-2176000000.0,350000000.0,-268000000.0
Change To Account Receivables,-317000000.0,-588000000.0,-137000000.0,-146000000.0
Other Cashflows From Financing Activities,12000000.0,-102000000.0,58000000.0,-60000000.0
Change To Netincome,-1144000000.0,-548000000.0,1485000000.0,20000000.0
Capital Expenditures,-1513000000.0,-1368000000.0,-1531000000.0,-1256000000.0
Dividends Paid,,-3000000.0,-3000000.0,-3000000.0
