,2021-06-26,2021-03-27,2020-12-26,2020-09-26
Investments,5747000000.0,-7895000000.0,-5279000000.0,7468000000.0
Change To Liabilities,307000000.0,-23366000000.0,23011000000.0,7157000000.0
Total Cashflows From Investing Activities,3572000000.0,-10368000000.0,-8584000000.0,5531000000.0
Total Cash From Financing Activities,-29396000000.0,-11326000000.0,-32249000000.0,-21357000000.0
Change To Operating Activities,-6048000000.0,11265000000.0,-5761000000.0,-4911000000.0
Net Income,21744000000.0,23630000000.0,28755000000.0,12673000000.0
Change In Cash,-4730000000.0,2287000000.0,-2070000000.0,4750000000.0
Repurchase Of Stock,-25595000000.0,-18847000000.0,-27636000000.0,-17587000000.0
Total Cash From Operating Activities,21094000000.0,23981000000.0,38763000000.0,20576000000.0
Depreciation,2832000000.0,2797000000.0,2666000000.0,2702000000.0
Other Cashflows From Investing Activities,-78000000.0,-204000000.0,204000000.0,-102000000.0
Dividends Paid,-3767000000.0,-3447000000.0,-3613000000.0,-3511000000.0
Change To Inventory,13000000.0,-276000000.0,-950000000.0,-137000000.0
Change To Account Receivables,1031000000.0,8598000000.0,-10945000000.0,1768000000.0
Other Cashflows From Financing Activities,-34000000.0,-16000000.0,-22000000.0,-6000000.0
Change To Netincome,1215000000.0,1333000000.0,1987000000.0,1324000000.0
Capital Expenditures,-2093000000.0,-2269000000.0,-3500000000.0,-1784000000.0
Net Borrowings,,10423000000.0,-978000000.0,-703000000.0
Issuance Of Stock,,561000000.0,561000000.0,450000000.0
