,2021-05-31,2020-05-31,2019-05-31,2018-05-31
Intangible Assets,2430000000.0,3738000000.0,5279000000.0,6670000000.0
Total Liab,125155000000.0,102721000000.0,86346000000.0,90978000000.0
Total Stockholder Equity,5238000000.0,12074000000.0,21785000000.0,46372000000.0
Minority Interest,714000000.0,643000000.0,578000000.0,501000000.0
Other Current Liab,12488000000.0,12488000000.0,11923000000.0,12291000000.0
Total Assets,131107000000.0,115438000000.0,108709000000.0,137851000000.0
Common Stock,26533000000.0,26486000000.0,26909000000.0,28950000000.0
Retained Earnings,-20120000000.0,-12696000000.0,-3496000000.0,19111000000.0
Other Liab,22878000000.0,16278000000.0,15818000000.0,15575000000.0
Good Will,43935000000.0,43769000000.0,43779000000.0,43755000000.0
Treasury Stock,-1175000000.0,-1716000000.0,-1628000000.0,-1689000000.0
Other Assets,19456000000.0,9518000000.0,7008000000.0,5341000000.0
Cash,30098000000.0,37239000000.0,20514000000.0,21620000000.0
Total Current Liabilities,24164000000.0,17200000000.0,18630000000.0,19124000000.0
Deferred Long Term Asset Charges,13636000000.0,3252000000.0,2696000000.0,1395000000.0
Short Long Term Debt,8250000000.0,2622000000.0,4499000000.0,4498000000.0
Other Stockholder Equity,-1175000000.0,-1716000000.0,-1628000000.0,-1689000000.0
Property Plant Equipment,9649000000.0,6244000000.0,6252000000.0,5897000000.0
Total Current Assets,55567000000.0,52140000000.0,46386000000.0,76159000000.0
Long Term Investments,70000000.0,29000000.0,5000000.0,29000000.0
Net Tangible Assets,-41127000000.0,-35433000000.0,-27273000000.0,-4053000000.0
Short Term Investments,16456000000.0,5818000000.0,17313000000.0,45641000000.0
Net Receivables,6207000000.0,6329000000.0,5910000000.0,5938000000.0
Long Term Debt,75995000000.0,69243000000.0,51898000000.0,56279000000.0
Inventory,142000000.0,211000000.0,320000000.0,398000000.0
Accounts Payable,745000000.0,637000000.0,580000000.0,529000000.0
