,2021-01-31,2020-01-31,2019-01-31,2018-01-31
Investments,-4000000.0,7500000.0,392800000.0,569300000.0
Change To Liabilities,474000000.0,825900000.0,138500000.0,154400000.0
Total Cashflows From Investing Activities,-403900000.0,-57300000.0,-710400000.0,506400000.0
Net Borrowings,-450000000.0,-1100000.0,500000000.0,96900000.0
Total Cash From Financing Activities,-1046800000.0,-466800000.0,151900000.0,-656600000.0
Change To Operating Activities,-56400000.0,58500000.0,7500000.0,-9900000.0
Issuance Of Stock,114100000.0,93700000.0,90900000.0,94400000.0
Net Income,1208200000.0,214500000.0,-80800000.0,-566900000.0
Change In Cash,-2500000.0,888700000.0,-192000000.0,-135100000.0
Repurchase Of Stock,-708400000.0,-555000000.0,-436900000.0,-842100000.0
Effect Of Exchange Rate,11000000.0,-2300000.0,-10600000.0,14200000.0
Total Cash From Operating Activities,1437200000.0,1415100000.0,377100000.0,900000.0
Depreciation,92900000.0,92800000.0,79700000.0,92000000.0
Other Cashflows From Investing Activities,-57800000.0,-11600000.0,4000000.0,-12200000.0
Change To Account Receivables,12600000.0,-178500000.0,-25400000.0,13300000.0
Other Cashflows From Financing Activities,-2500000.0,-4400000.0,-2100000.0,-5800000.0
Change To Netincome,-341400000.0,361300000.0,276600000.0,323700000.0
Capital Expenditures,-91100000.0,-53200000.0,-67000000.0,-50700000.0
