,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,21347000.0,22390000.0,23856000.0,25746000.0
Capital Surplus,8069033000.0,8080392000.0,8192507000.0,8123524000.0
Total Liab,9338792000.0,8657322000.0,8667400000.0,9983462000.0
Total Stockholder Equity,5100076000.0,5155596000.0,5350859000.0,5577684000.0
Minority Interest,1035634000.0,1149908000.0,1021224000.0,1110596000.0
Deferred Long Term Liab,370169000.0,375138000.0,372919000.0,385089000.0
Total Assets,16656793000.0,16145137000.0,16221822000.0,17562898000.0
Common Stock,7641000.0,7638000.0,7633000.0,7629000.0
Other Current Assets,314850000.0,250471000.0,234102000.0,260332000.0
Other Liab,327873000.0,325251000.0,324159000.0,1546755000.0
Treasury Stock,-2976598000.0,-2932434000.0,-2849281000.0,-2553469000.0
Other Assets,693069000.0,770577000.0,806924000.0,2119627000.0
Cash,2172195000.0,1636093000.0,1624482000.0,1411047000.0
Total Current Liabilities,399497000.0,432035000.0,449212000.0,431480000.0
Other Stockholder Equity,-2976598000.0,-2932434000.0,-2849281000.0,-2553469000.0
Property Plant Equipment,9367352000.0,9352921000.0,9285862000.0,9456630000.0
Total Current Assets,3215885000.0,2631853000.0,2610334000.0,2452828000.0
Long Term Investments,3359140000.0,3367396000.0,3494846000.0,3508067000.0
Net Tangible Assets,5078729000.0,5133206000.0,5327003000.0,5551938000.0
Net Receivables,723846000.0,743389000.0,751733000.0,781432000.0
Long Term Debt,8210838000.0,7499062000.0,7515031000.0,7579581000.0
Accounts Payable,399497000.0,432035000.0,427202000.0,430446000.0
Deferred Long Term Asset Charges,,,15017000.0,
Short Long Term Debt,,,,1034000.0
