,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,21805000.0,1923680000.0,67148000.0,325618000.0
Change To Liabilities,14868000.0,5940000.0,5869000.0,3760000.0
Total Cashflows From Investing Activities,-87800000.0,2463276000.0,-877722000.0,-206317000.0
Net Borrowings,-11249000.0,-1610831000.0,-158499000.0,424191000.0
Total Cash From Financing Activities,-213202000.0,-2235589000.0,-1122826000.0,-338344000.0
Change To Operating Activities,-201019000.0,-5118000.0,-13002000.0,-106796000.0
Issuance Of Stock,5862000.0,6903000.0,7309000.0,29712000.0
Net Income,-297005000.0,3147937000.0,449954000.0,227416000.0
Change In Cash,123238000.0,890226000.0,-1197907000.0,315481000.0
Repurchase Of Stock,-137000.0,-8692000.0,-12969000.0,-418000.0
Total Cash From Operating Activities,424240000.0,662539000.0,802641000.0,860142000.0
Depreciation,382604000.0,395296000.0,402233000.0,448970000.0
Dividends Paid,-891590000.0,-553916000.0,-534463000.0,-561006000.0
Change To Account Receivables,-5330000.0,-25988000.0,-14532000.0,1183000.0
Other Cashflows From Financing Activities,392730000.0,-68160000.0,45796000.0,-540432000.0
Change To Netincome,511662000.0,-2879335000.0,-59860000.0,251543000.0
