,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,500525000.0,500869000.0,502398000.0,505190000.0
Capital Surplus,6328120000.0,4889355000.0,5155986000.0,4851781000.0
Total Liab,14596532000.0,14045212000.0,13314271000.0,13191034000.0
Total Stockholder Equity,4377261000.0,4354105000.0,4087766000.0,4337025000.0
Other Current Liab,1138555000.0,1160577000.0,1205702000.0,1219377000.0
Total Assets,18973793000.0,18399317000.0,17402037000.0,17528059000.0
Common Stock,370000.0,316000.0,300000.0,281000.0
Other Current Assets,1993000.0,52579000.0,1522000.0,180000.0
Retained Earnings,-1660011000.0,-295449000.0,557410000.0,1234776000.0
Other Liab,424064000.0,264209000.0,326542000.0,398713000.0
Good Will,98134000.0,98134000.0,98134000.0,98134000.0
Treasury Stock,-291218000.0,-240117000.0,-1625930000.0,-1749813000.0
Other Assets,991398000.0,622507000.0,478501000.0,456761000.0
Cash,3508033000.0,3300482000.0,2356211000.0,2259949000.0
Total Current Liabilities,1810054000.0,1913903000.0,2334266000.0,2583855000.0
Short Long Term Debt,36565000.0,126518000.0,475596000.0,340460000.0
Other Stockholder Equity,-291218000.0,-240117000.0,-372004000.0,-495887000.0
Property Plant Equipment,13604413000.0,13620263000.0,13670505000.0,13717306000.0
Total Current Assets,3779323000.0,3557544000.0,2652499000.0,2750668000.0
Net Tangible Assets,3778602000.0,3755102000.0,3487234000.0,3733701000.0
Net Receivables,18581000.0,20578000.0,78496000.0,74213000.0
Long Term Debt,12178051000.0,11677038000.0,10460379000.0,10007968000.0
Inventory,84691000.0,82381000.0,81259000.0,82263000.0
Accounts Payable,92711000.0,83136000.0,116464000.0,484927000.0
