,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,11554000000.0,11450000000.0,12776000000.0,11410000000.0
Capital Surplus,9046000000.0,9318000000.0,9815000000.0,10115000000.0
Total Liab,137112000000.0,132901000000.0,131333000000.0,131373000000.0
Total Stockholder Equity,60062000000.0,59076000000.0,59441000000.0,56413000000.0
Other Current Liab,20033000000.0,18886000000.0,18793000000.0,18461000000.0
Total Assets,197174000000.0,191977000000.0,190774000000.0,187786000000.0
Common Stock,11064000000.0,11064000000.0,11064000000.0,11064000000.0
Other Current Assets,16985000000.0,17201000000.0,17311000000.0,16928000000.0
Retained Earnings,43902000000.0,41637000000.0,39337000000.0,36919000000.0
Other Liab,14036000000.0,12887000000.0,14827000000.0,12308000000.0
Good Will,15506000000.0,15412000000.0,15400000000.0,15254000000.0
Treasury Stock,-3950000000.0,-2943000000.0,-775000000.0,-1685000000.0
Other Assets,11643000000.0,10524000000.0,8307000000.0,10088000000.0
Cash,1843000000.0,1684000000.0,1747000000.0,1707000000.0
Total Current Liabilities,107346000000.0,104337000000.0,100883000000.0,103410000000.0
Other Stockholder Equity,1822000000.0,958000000.0,2869000000.0,1856000000.0
Property Plant Equipment,429000000.0,448000000.0,1173000000.0,470000000.0
Total Current Assets,38159000000.0,36028000000.0,36652000000.0,36643000000.0
Long Term Investments,119883000000.0,118115000000.0,116466000000.0,113921000000.0
Net Tangible Assets,38862000000.0,37915000000.0,36930000000.0,35310000000.0
Short Term Investments,4470000000.0,3735000000.0,4345000000.0,4660000000.0
Net Receivables,11720000000.0,10573000000.0,10480000000.0,10588000000.0
Long Term Debt,15262000000.0,15187000000.0,15256000000.0,15138000000.0
Accounts Payable,83539000000.0,81970000000.0,78691000000.0,80385000000.0
Short Long Term Debt,,,,1300000000.0
