,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-971000000.0,-1501000000.0,-2008000000.0,-2939000000.0
Change To Liabilities,1063000000.0,-160000000.0,-323000000.0,837000000.0
Total Cashflows From Investing Activities,-773000000.0,-1252000000.0,-792000000.0,-4035000000.0
Total Cash From Financing Activities,-2210000000.0,-812000000.0,-1848000000.0,664000000.0
Change To Operating Activities,1818000000.0,1008000000.0,53000000.0,1713000000.0
Issuance Of Stock,63000000.0,115000000.0,68000000.0,3000000.0
Net Income,2265000000.0,2300000000.0,2418000000.0,1194000000.0
Change In Cash,157000000.0,5000000.0,-37000000.0,164000000.0
Repurchase Of Stock,-1921000000.0,-519000000.0,-190000000.0,-190000000.0
Effect Of Exchange Rate,18000000.0,-36000000.0,59000000.0,-9000000.0
Total Cash From Operating Activities,3122000000.0,2105000000.0,2544000000.0,3544000000.0
Depreciation,73000000.0,72000000.0,73000000.0,72000000.0
Other Cashflows From Investing Activities,198000000.0,249000000.0,1216000000.0,-1096000000.0
Dividends Paid,-351000000.0,-352000000.0,-353000000.0,-357000000.0
Change To Account Receivables,-971000000.0,-209000000.0,210000000.0,321000000.0
Other Cashflows From Financing Activities,-1000000.0,-56000000.0,-72000000.0,30000000.0
Change To Netincome,-1075000000.0,-1007000000.0,-28000000.0,-496000000.0
Net Borrowings,,,-1301000000.0,988000000.0
