,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-141000.0,-93166000.0,93350000.0,-49000.0
Total Cashflows From Investing Activities,9696000.0,32409000.0,7590000.0,-3715918000.0
Total Cash From Financing Activities,-179448000.0,-181598000.0,-179773000.0,-41585000.0
Change To Operating Activities,-2019000.0,-453000.0,-1760000.0,-6589000.0
Net Income,300709000.0,269801000.0,288010000.0,398274000.0
Change In Cash,84992000.0,6537000.0,171936000.0,-3536479000.0
Repurchase Of Stock,-128000.0,-1519000.0,-1000.0,-1000.0
Total Cash From Operating Activities,254744000.0,155726000.0,344119000.0,221024000.0
Depreciation,757000.0,792000.0,741000.0,910000.0
Dividends Paid,-177248000.0,-178008000.0,-177025000.0,-158651000.0
Other Cashflows From Financing Activities,-2072000.0,-2071000.0,-2747000.0,54035000.0
Change To Netincome,-54496000.0,-27939000.0,-40590000.0,-175890000.0
Investments,,19973000.0,19973000.0,-19973000.0
Issuance Of Stock,,,,63031000.0
