,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,5835000000.0,6379000000.0,2657000000.0,2936000000.0
Capital Surplus,6162000000.0,5907000000.0,5643000000.0,5352000000.0
Total Liab,34413000000.0,34533000000.0,26652000000.0,26365000000.0
Total Stockholder Equity,12867000000.0,10063000000.0,9796000000.0,11563000000.0
Minority Interest,64000000.0,63000000.0,52000000.0,59000000.0
Other Current Liab,2346000000.0,2092000000.0,1852000000.0,1948000000.0
Total Assets,47344000000.0,44659000000.0,36500000000.0,37987000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,193000000.0,719000000.0,246000000.0,195000000.0
Retained Earnings,43761000000.0,42135000000.0,40636000000.0,39115000000.0
Other Liab,7774000000.0,7075000000.0,5905000000.0,6503000000.0
Good Will,13802000000.0,13444000000.0,10051000000.0,10513000000.0
Treasury Stock,-37065000000.0,-37988000000.0,-36492000000.0,-32913000000.0
Other Assets,2226000000.0,1461000000.0,1138000000.0,1224000000.0
Cash,4634000000.0,2353000000.0,2853000000.0,3053000000.0
Total Current Liabilities,7948000000.0,9222000000.0,7244000000.0,7687000000.0
Deferred Long Term Asset Charges,871000000.0,521000000.0,365000000.0,511000000.0
Short Long Term Debt,794000000.0,1841000000.0,759000000.0,1103000000.0
Other Stockholder Equity,-7661000000.0,-8139000000.0,-6866000000.0,-7026000000.0
Property Plant Equipment,10285000000.0,10191000000.0,8738000000.0,8866000000.0
Total Current Assets,14982000000.0,12971000000.0,13709000000.0,14277000000.0
Long Term Investments,214000000.0,213000000.0,207000000.0,171000000.0
Net Tangible Assets,-6770000000.0,-9760000000.0,-2912000000.0,-1886000000.0
Short Term Investments,404000000.0,98000000.0,380000000.0,1076000000.0
Net Receivables,4830000000.0,4963000000.0,5123000000.0,4982000000.0
Long Term Debt,17989000000.0,17518000000.0,13428000000.0,12102000000.0
Inventory,4239000000.0,4134000000.0,4366000000.0,4034000000.0
Accounts Payable,2561000000.0,2228000000.0,2266000000.0,1945000000.0
