,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-3500000.0,54800000.0,-35200000.0,17500000.0
Total Cashflows From Investing Activities,-91100000.0,-9800000.0,-47300000.0,-11700000.0
Net Borrowings,-216200000.0,92400000.0,33800000.0,-208200000.0
Total Cash From Financing Activities,-285800000.0,34600000.0,-21100000.0,-226100000.0
Change To Operating Activities,88800000.0,-12200000.0,-4600000.0,44100000.0
Issuance Of Stock,4000000.0,4000000.0,11800000.0,13800000.0
Net Income,132100000.0,128600000.0,103000000.0,110800000.0
Change In Cash,900000.0,12900000.0,-500000.0,-8000000.0
Repurchase Of Stock,-40200000.0,-9800000.0,-35000000.0,-35000000.0
Effect Of Exchange Rate,-2000000.0,7100000.0,-5400000.0,-4500000.0
Total Cash From Operating Activities,379800000.0,-19000000.0,73300000.0,234300000.0
Depreciation,19100000.0,19800000.0,19200000.0,18500000.0
Other Cashflows From Investing Activities,2700000.0,2700000.0,2700000.0,2200000.0
Dividends Paid,-33400000.0,-33300000.0,-31700000.0,-31700000.0
Change To Inventory,-19400000.0,-12500000.0,-11400000.0,-11400000.0
Change To Account Receivables,152600000.0,-202400000.0,1000000.0,44200000.0
Change To Netincome,10100000.0,4900000.0,1300000.0,-800000.0
Capital Expenditures,-11100000.0,-13200000.0,-17800000.0,-13900000.0
Other Cashflows From Financing Activities,,-14700000.0,-14700000.0,-14700000.0
