Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,45.191402435302734,46.0040283203125,45.00335693359375,45.6413688659668,42.45924377441406,2334008,PNR,1.0418850618250717,1.0727896912573776,1.0329071565570298,1.0206479989635429,0.02123706286152882,-0.017470697465068463,-0.05638604243417311
2017-10-02,45.60107421875,46.56145095825195,45.53391647338867,46.56145095825195,43.3151741027832,1821792,PNR,1.003903278724185,1.0531851118992448,1.025816893682001,1.012478214064533,-0.008574935340347922,-0.03552244386215486,-0.06331398479493289
2017-10-03,46.63532638549805,46.877098083496094,46.45399475097656,46.7629280090332,43.50260925292969,1468750,PNR,1.00924741151047,1.0476371867006058,1.0203769782184204,1.0113391723313174,-0.002091760820847499,-0.04232618830429624,-0.06142366400215171
2017-10-04,46.80322265625,47.35392761230469,46.58831405639648,47.03828048706055,43.75875473022461,1690462,PNR,0.9951613163346656,1.045665649181704,1.0191853524009695,1.0126829906128405,-0.01752167427817486,-0.04281803783986238,-0.07077401419569451
2017-10-05,47.011417388916016,47.05171203613281,46.53458786010742,46.72934722900391,43.47136306762695,1387301,PNR,1.0034734857894916,1.0602329445950804,1.0386125292071426,1.0121464877707815,-0.008673001981289952,-0.022567531088032222,-0.0593092195641165
2017-10-06,46.54801940917969,47.06514358520508,46.52115631103516,47.02484893798828,43.74626922607422,1196709,PNR,0.9894176941358176,1.063903590411501,1.0420862828181323,1.0081446760609294,-0.018726981925111796,-0.03103963241553509,-0.058486783617631266
2017-10-09,47.08529281616211,47.1591682434082,46.74277877807617,47.011417388916016,43.73377227783203,1054212,PNR,0.9930021651097216,1.058896270292779,1.0313658299247088,1.0143616235707735,-0.021359458461051917,-0.04481915465987352,-0.0671163162519881
2017-10-10,47.17931365966797,47.17931365966797,46.78979110717773,46.97783660888672,43.70253753662109,1244953,PNR,0.979345792092042,1.0567795629291614,1.0220924485774627,1.008797349947511,-0.029451557855468935,-0.03607111321478418,-0.06720486411649285
2017-10-11,46.96440505981445,47.17931365966797,46.85695266723633,46.97783660888672,43.70253753662109,855579,PNR,0.977621858534798,1.0570668269968522,1.005407914103243,1.0091988628593096,-0.031577004324511604,-0.04416538074585419,-0.08268913608975059
2017-10-12,46.77635955810547,47.27333831787109,46.722633361816406,46.93754196166992,43.66505432128906,1880607,PNR,0.981624390688813,1.057686729919595,0.9744713071172998,1.0112728774332036,-0.02964848674439058,-0.04099819590375775,-0.10156379384782965
