Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,71.7699966430664,72.0999984741211,71.31999969482422,71.62000274658203,71.62000274658203,488500,SRCL,0.9892487539384004,0.9892487539384004,0.8119240337316803,1.0206479989635429,-0.031399245025142464,-0.10101163478404562,-0.2773691652595226
2017-10-02,71.83000183105469,72.7300033569336,71.83000183105469,72.66000366210938,72.66000366210938,590800,SRCL,0.9456371541624824,0.9794934569492588,0.8084227734370242,1.012478214064533,-0.06684105990205058,-0.10921409881214084,-0.2807081050399096
2017-10-03,72.62000274658203,72.62000274658203,71.22000122070312,71.81999969482422,71.81999969482422,508900,SRCL,0.9456975557999068,0.9852409139084116,0.8213589797984637,1.0113391723313174,-0.06564161653141065,-0.10472246109649042,-0.2604416624221084
2017-10-04,71.91999816894531,71.91999816894531,71.08999633789062,71.4800033569336,71.4800033569336,473700,SRCL,0.941801854130637,0.9811135137085206,0.8419137867784989,1.0126829906128405,-0.07088113648220351,-0.10737017331304577,-0.2480455798181651
2017-10-05,71.4800033569336,72.36000061035156,71.16999816894531,71.63999938964844,71.63999938964844,586100,SRCL,0.938861009342068,0.9808765667468726,0.8442211063303741,1.0121464877707815,-0.07328547842871358,-0.10192390893624004,-0.2537006424408851
2017-10-06,71.56999969482422,72.06999969482422,71.38999938964844,71.58000183105469,71.58000183105469,674600,SRCL,0.9382509352349904,1.0,0.8587594250945467,1.0081446760609294,-0.06989374082593902,-0.09494322282703616,-0.24181364134121686
2017-10-09,72.02999877929688,72.02999877929688,69.91000366210938,70.2699966430664,70.2699966430664,539000,SRCL,0.9548883119342216,1.0189270228346583,0.8659456579058369,1.0143616235707735,-0.059473311636551895,-0.08478840211799432,-0.23253648827086004
2017-10-10,70.4000015258789,70.81999969482422,70.01000213623047,70.80000305175781,70.80000305175781,575100,SRCL,0.904802186403342,1.019209047340822,0.8525423447542203,1.008797349947511,-0.10399516354416893,-0.07364162880312364,-0.23675496793973527
2017-10-11,70.83999633789062,70.83999633789062,70.06999969482422,70.70999908447266,70.70999908447266,522700,SRCL,0.9053881695937496,1.0210719542223374,0.8625371583671779,1.0091988628593096,-0.10381069326556003,-0.08016025352036893,-0.2255598918258157
2017-10-12,70.5,71.93000030517578,70.26000213623047,71.2699966430664,71.2699966430664,816700,SRCL,0.8988354227013411,1.0036481289248913,0.8568823147372141,1.0112728774332036,-0.11243745473186251,-0.09503679689846134,-0.21915278622791534
2017-10-13,71.11000061035156,71.36000061035156,70.16999816894531,70.5999984741211,70.5999984741211,454100,SRCL,0.9000000324195242,1.019830050370215,0.8611898095061177,1.0098252549340065,-0.10982522251448235,-0.08841944801706014,-0.21570079433749934
