,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,12181000.0,11038000.0,12004000.0,13223000.0
Capital Surplus,519579000.0,485239000.0,453193000.0,426750000.0
Total Liab,1100200000.0,1073086000.0,1017281000.0,877916000.0
Total Stockholder Equity,639470000.0,410180000.0,223590000.0,223146000.0
Other Current Liab,46553000.0,23299000.0,20871000.0,22985000.0
Total Assets,1739670000.0,1483266000.0,1240871000.0,1101062000.0
Common Stock,40000.0,40000.0,40000.0,40000.0
Other Current Assets,986000.0,949000.0,1014000.0,3284000.0
Retained Earnings,133870000.0,-64740000.0,-218646000.0,-196316000.0
Other Liab,65914000.0,60568000.0,54078000.0,47535000.0
Good Will,268167000.0,188596000.0,188472000.0,189435000.0
Treasury Stock,-14019000.0,-10359000.0,-10997000.0,-7328000.0
Other Assets,21987000.0,19902000.0,16974000.0,14090000.0
Cash,34128000.0,28583000.0,16358000.0,29940000.0
Total Current Liabilities,483249000.0,390846000.0,305610000.0,321566000.0
Short Long Term Debt,24183000.0,11017000.0,9168000.0,9601000.0
Other Stockholder Equity,-14019000.0,-10359000.0,-10997000.0,-7328000.0
Property Plant Equipment,314116000.0,288935000.0,106964000.0,100939000.0
Total Current Assets,1121927000.0,973568000.0,915244000.0,782248000.0
Long Term Investments,1292000.0,1227000.0,1213000.0,1127000.0
Net Tangible Assets,359122000.0,210546000.0,23114000.0,20488000.0
Net Receivables,289200000.0,226539000.0,207801000.0,196265000.0
Long Term Debt,404149000.0,499662000.0,657593000.0,508815000.0
Inventory,780989000.0,702274000.0,672579000.0,536474000.0
Accounts Payable,266753000.0,261963000.0,237835000.0,245249000.0
