,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,130072000.0,11768000.0,17920000.0,24454000.0
Capital Surplus,974556000.0,906937000.0,877514000.0,886435000.0
Total Liab,1595818000.0,1154533000.0,799567000.0,629721000.0
Total Stockholder Equity,3233865000.0,1346169000.0,1252891000.0,1154288000.0
Deferred Long Term Liab,22800000.0,15100000.0,9185000.0,5514000.0
Other Current Liab,848324000.0,598264000.0,398890000.0,304146000.0
Total Assets,4829683000.0,2500702000.0,2052458000.0,1784009000.0
Common Stock,8000.0,8000.0,8000.0,8000.0
Other Current Assets,27056000.0,31545000.0,5938000.0,3075000.0
Retained Earnings,2215800000.0,439912000.0,378143000.0,267274000.0
Other Liab,205772000.0,140100000.0,107494000.0,129670000.0
Good Will,444817000.0,63924000.0,64029000.0,64614000.0
Treasury Stock,43501000.0,-688000.0,-2774000.0,571000.0
Other Assets,1587982000.0,97717000.0,81814000.0,93227000.0
Cash,960843000.0,550425000.0,636899000.0,449511000.0
Total Current Liabilities,1325601000.0,970970000.0,692073000.0,500051000.0
Deferred Long Term Asset Charges,1552831000.0,64007000.0,64689000.0,49334000.0
Other Stockholder Equity,43501000.0,-688000.0,-2774000.0,571000.0
Property Plant Equipment,817274000.0,687974000.0,521329000.0,348793000.0
Total Current Assets,1849538000.0,1633419000.0,1302479000.0,1158367000.0
Net Tangible Assets,2658976000.0,1270477000.0,1170942000.0,1065220000.0
Net Receivables,708355000.0,616548000.0,482314000.0,328665000.0
Inventory,139237000.0,112051000.0,55641000.0,31688000.0
Accounts Payable,142132000.0,87250000.0,64256000.0,36776000.0
Long Term Investments,,5900000.0,64887000.0,94554000.0
Short Term Investments,,318202000.0,98460000.0,272031000.0
