,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,316117000.0,-207853000.0,199474000.0,-14232000.0
Change To Liabilities,280339000.0,211174000.0,161444000.0,87837000.0
Total Cashflows From Investing Activities,-231506000.0,-350444000.0,6927000.0,-251477000.0
Total Cash From Financing Activities,-30808000.0,-485540000.0,-369434000.0,-135500000.0
Change To Operating Activities,21038000.0,28711000.0,27128000.0,15566000.0
Issuance Of Stock,20314000.0,17907000.0,16635000.0,14461000.0
Net Income,1775888000.0,442776000.0,400235000.0,231418000.0
Change In Cash,410340000.0,-86432000.0,187441000.0,57106000.0
Repurchase Of Stock,-51122000.0,-457674000.0,-386069000.0,-149961000.0
Effect Of Exchange Rate,10480000.0,2282000.0,-4733000.0,5544000.0
Total Cash From Operating Activities,662174000.0,747270000.0,554681000.0,438539000.0
Depreciation,93538000.0,78990000.0,54727000.0,43939000.0
Other Cashflows From Investing Activities,28081000.0,7116000.0,30765000.0,-32597000.0
Change To Inventory,-29110000.0,-58269000.0,-24109000.0,-5481000.0
Change To Account Receivables,-139777000.0,-121014000.0,-109224000.0,-90990000.0
Change To Netincome,-1336940000.0,150291000.0,81028000.0,87292000.0
Capital Expenditures,-154916000.0,-149707000.0,-223312000.0,-195695000.0
Net Borrowings,,-45773000.0,-45773000.0,-45773000.0
Other Cashflows From Financing Activities,,-485540000.0,-369434000.0,-369434000.0
