,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,59000000.0,266000000.0,201000000.0,274000000.0
Total Cashflows From Investing Activities,-1510000000.0,-1487000000.0,-1253000000.0,-7729000000.0
Net Borrowings,2747000000.0,-1405000000.0,-1556000000.0,3026000000.0
Total Cash From Financing Activities,959000000.0,-3118000000.0,-2237000000.0,3854000000.0
Change To Operating Activities,1356000000.0,-248000000.0,-81000000.0,663000000.0
Issuance Of Stock,196000000.0,153000000.0,136000000.0,1818000000.0
Net Income,6375000000.0,3696000000.0,2938000000.0,2225000000.0
Change In Cash,7914000000.0,305000000.0,756000000.0,550000000.0
Repurchase Of Stock,-1500000000.0,-1500000000.0,-500000000.0,-750000000.0
Effect Of Exchange Rate,176000000.0,-63000000.0,-297000000.0,420000000.0
Total Cash From Operating Activities,8289000000.0,4973000000.0,4543000000.0,4005000000.0
Depreciation,2325000000.0,2277000000.0,2267000000.0,2033000000.0
Other Cashflows From Investing Activities,-6000000.0,118000000.0,-9000000.0,-2000000.0
Dividends Paid,-337000000.0,-297000000.0,-266000000.0,-237000000.0
Change To Inventory,-508000000.0,-458000000.0,-324000000.0,-81000000.0
Change To Account Receivables,-1302000000.0,-225000000.0,-366000000.0,-362000000.0
Other Cashflows From Financing Activities,-147000000.0,-69000000.0,-51000000.0,-3000000.0
Change To Netincome,-16000000.0,-335000000.0,-92000000.0,-747000000.0
Capital Expenditures,-1474000000.0,-926000000.0,-758000000.0,-508000000.0
