,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-325000000.0,32000000.0,-1132000000.0,68000000.0
Change To Liabilities,-7000000.0,-46000000.0,-93000000.0,118000000.0
Total Cashflows From Investing Activities,-1558000000.0,-2827000000.0,-2725000000.0,100000000.0
Net Borrowings,58000000.0,-142000000.0,722000000.0,-2685000000.0
Total Cash From Financing Activities,-2085000000.0,-745000000.0,-1299000000.0,-2460000000.0
Change To Operating Activities,-298000000.0,174000000.0,40000000.0,-113000000.0
Issuance Of Stock,9000000.0,10000000.0,10000000.0,2131000000.0
Net Income,211000000.0,850000000.0,-155000000.0,2174000000.0
Change In Cash,-147000000.0,121000000.0,-731000000.0,729000000.0
Total Cash From Operating Activities,3496000000.0,3693000000.0,3293000000.0,3089000000.0
Depreciation,1721000000.0,1714000000.0,1725000000.0,1736000000.0
Other Cashflows From Investing Activities,42000000.0,20000000.0,374000000.0,405000000.0
Dividends Paid,-1941000000.0,-1842000000.0,-1386000000.0,-992000000.0
Change To Inventory,-11000000.0,5000000.0,-16000000.0,8000000.0
Change To Account Receivables,-2000000.0,34000000.0,-36000000.0,-88000000.0
Other Cashflows From Financing Activities,-211000000.0,1229000000.0,-635000000.0,-914000000.0
Change To Netincome,1882000000.0,962000000.0,1828000000.0,-746000000.0
Capital Expenditures,-1275000000.0,-2149000000.0,-3263000000.0,-2440000000.0
