Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,3311000000.0,3695000000.0,5485000000.0,3917000000.0
Total Liab,27849000000.0,29064000000.0,29945000000.0,31697000000.0
Total Stockholder Equity,12762000000.0,12543000000.0,12071000000.0,11941000000.0
Minority Interest,297000000.0,429000000.0,418000000.0,428000000.0
Other Current Liab,2113000000.0,2168000000.0,4932000000.0,2158000000.0
Total Assets,40908000000.0,42036000000.0,42434000000.0,44066000000.0
Common Stock,12730000000.0,12663000000.0,12970000000.0,12921000000.0
Other Current Assets,781000000.0,1325000000.0,1312000000.0,1284000000.0
Retained Earnings,7399000000.0,7142000000.0,7018000000.0,6818000000.0
Other Liab,3378000000.0,3357000000.0,2655000000.0,3575000000.0
Good Will,12987000000.0,12978000000.0,12980000000.0,12968000000.0
Treasury Stock,-7367000000.0,-7262000000.0,-7917000000.0,-7798000000.0
Other Assets,4025000000.0,3846000000.0,1363000000.0,4134000000.0
Cash,1439000000.0,1268000000.0,844000000.0,1219000000.0
Total Current Liabilities,8784000000.0,9873000000.0,10491000000.0,11651000000.0
Short Long Term Debt,36000000.0,749000000.0,850000000.0,
Other Stockholder Equity,-4776000000.0,-4664000000.0,-4884000000.0,-4743000000.0
Property Plant Equipment,6473000000.0,6620000000.0,7626000000.0,7396000000.0
Total Current Assets,12077000000.0,12807000000.0,12919000000.0,14215000000.0
Long Term Investments,2035000000.0,2090000000.0,2061000000.0,1436000000.0
Net Tangible Assets,-3536000000.0,-4130000000.0,-6394000000.0,-4944000000.0
Short Term Investments,1243000000.0,1642000000.0,2162000000.0,2618000000.0
Net Receivables,5347000000.0,5269000000.0,5247000000.0,5552000000.0
Long Term Debt,15687000000.0,15834000000.0,16036000000.0,16471000000.0
Inventory,3267000000.0,3303000000.0,3354000000.0,3542000000.0
Accounts Payable,6635000000.0,6956000000.0,2937000000.0,8201000000.0
Deferred Long Term Asset Charges,,,,33000000.0
Investments,401000000.0,520000000.0,456000000.0,-498000000.0
Change To Liabilities,-262000000.0,-438000000.0,-432000000.0,-694000000.0
Total Cashflows From Investing Activities,15000000.0,211000000.0,246000000.0,-740000000.0
Net Borrowings,-871000000.0,-65000000.0,-1292000000.0,134000000.0
Total Cash From Financing Activities,-1070000000.0,-212000000.0,-1504000000.0,21000000.0
Change To Operating Activities,551000000.0,-19000000.0,118000000.0,71000000.0
Net Income,431000000.0,299000000.0,374000000.0,-82000000.0
Change In Cash,171000000.0,424000000.0,-375000000.0,-243000000.0
Effect Of Exchange Rate,6000000.0,-4000000.0,5000000.0,-3000000.0
Total Cash From Operating Activities,1220000000.0,429000000.0,878000000.0,479000000.0
Depreciation,326000000.0,532000000.0,583000000.0,587000000.0
Other Cashflows From Investing Activities,-13000000.0,-26000000.0,5000000.0,-13000000.0
Dividends Paid,-175000000.0,-174000000.0,-174000000.0,-174000000.0
Change To Inventory,37000000.0,49000000.0,110000000.0,50000000.0
Change To Account Receivables,-98000000.0,-16000000.0,186000000.0,249000000.0
Other Cashflows From Financing Activities,-24000000.0,-35000000.0,-38000000.0,-38000000.0
Change To Netincome,245000000.0,55000000.0,-121000000.0,375000000.0
Capital Expenditures,-346000000.0,-263000000.0,-309000000.0,-228000000.0
Issuance Of Stock,,62000000.0,62000000.0,61000000.0
