,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,814219000.0,850338000.0,928752000.0,743769000.0
Capital Surplus,1444584000.0,1418239000.0,1415188000.0,1141451000.0
Total Liab,6665156000.0,7707299000.0,6554650000.0,5160219000.0
Total Stockholder Equity,5655718000.0,5008876000.0,4782298000.0,4198169000.0
Minority Interest,39659000.0,63781000.0,56454000.0,8484000.0
Other Current Liab,233519000.0,218937000.0,165694000.0,45727000.0
Total Assets,12360533000.0,12779956000.0,11393402000.0,9366872000.0
Common Stock,3208000.0,3199000.0,3184000.0,3091000.0
Other Current Assets,57000000.0,54975000.0,56211000.0,
Retained Earnings,4776040000.0,4140136000.0,3598876000.0,3124103000.0
Other Liab,666061000.0,652452000.0,634758000.0,498383000.0
Good Will,4591569000.0,4406535000.0,4381458000.0,3536511000.0
Treasury Stock,-568114000.0,-552698000.0,-234950000.0,-70476000.0
Other Assets,163662000.0,149848000.0,147945000.0,123863000.0
Cash,312154000.0,523020000.0,331761000.0,279766000.0
Total Current Liabilities,1988491000.0,2178512000.0,1690348000.0,1322724000.0
Deferred Long Term Asset Charges,16965000.0,10119000.0,3378000.0,15105000.0
Short Long Term Debt,103485000.0,317928000.0,121953000.0,126360000.0
Other Stockholder Equity,-99009000.0,-200885000.0,-174950000.0,-70476000.0
Property Plant Equipment,2601827000.0,2542911000.0,1220162000.0,913089000.0
Total Current Assets,4034032000.0,4687819000.0,4520949000.0,3822134000.0
Long Term Investments,155224000.0,142505000.0,194136000.0,227506000.0
Net Tangible Assets,249930000.0,-247997000.0,-527912000.0,-82111000.0
Net Receivables,1073389000.0,1131132000.0,1154083000.0,1027106000.0
Long Term Debt,2767544000.0,3707310000.0,4189578000.0,3339112000.0
Inventory,2414612000.0,2772777000.0,2836075000.0,2380783000.0
Accounts Payable,932406000.0,942795000.0,942398000.0,788613000.0
