,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,43600000.0,14100000.0,182700000.0,-18700000.0
Total Cashflows From Investing Activities,-32900000.0,10700000.0,-380900000.0,-5515500000.0
Net Borrowings,-375000000.0,-495000000.0,-140000000.0,3860000000.0
Total Cash From Financing Activities,-389400000.0,-545200000.0,-199500000.0,3803500000.0
Issuance Of Stock,44300000.0,9100000.0,9100000.0,27600000.0
Net Income,286300000.0,289000000.0,255800000.0,234400000.0
Change In Cash,6800000.0,22700000.0,6200000.0,-1568700000.0
Effect Of Exchange Rate,3600000.0,-2400000.0,12400000.0,5400000.0
Total Cash From Operating Activities,425500000.0,559600000.0,574200000.0,137900000.0
Depreciation,161100000.0,161300000.0,162700000.0,130000000.0
Other Cashflows From Investing Activities,-1200000.0,-1200000.0,100000.0,-2700000.0
Dividends Paid,-59000000.0,-58800000.0,-54100000.0,-53400000.0
Change To Inventory,-6500000.0,-8200000.0,19800000.0,3900000.0
Change To Account Receivables,-16800000.0,48100000.0,-63000000.0,69700000.0
Other Cashflows From Financing Activities,300000.0,-500000.0,-500000.0,-30700000.0
Change To Netincome,-45600000.0,51900000.0,89800000.0,220200000.0
Capital Expenditures,-8100000.0,-9100000.0,-8200000.0,-7500000.0
Repurchase Of Stock,,,-4900000.0,-4900000.0
Change To Operating Activities,,,,-191900000.0
