,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-327000000.0,-1172000000.0,-91000000.0,-91000000.0
Change To Liabilities,-167000000.0,-5000000.0,77000000.0,63000000.0
Total Cashflows From Investing Activities,-1466000000.0,-3446000000.0,-3944000000.0,-1416000000.0
Net Borrowings,373000000.0,235000000.0,-378000000.0,-70000000.0
Total Cash From Financing Activities,93000000.0,112000000.0,-787000000.0,-721000000.0
Change To Operating Activities,-187000000.0,-90000000.0,24000000.0,-145000000.0
Issuance Of Stock,1000000.0,2000000.0,2000000.0,2000000.0
Net Income,-4860000000.0,-3553000000.0,40000000.0,1304000000.0
Change In Cash,15000000.0,-467000000.0,-954000000.0,291000000.0
Total Cash From Operating Activities,1388000000.0,2867000000.0,3777000000.0,2428000000.0
Depreciation,6301000000.0,5039000000.0,3065000000.0,2656000000.0
Other Cashflows From Investing Activities,-3000000.0,-31000000.0,-87000000.0,-75000000.0
Dividends Paid,-123000000.0,-376000000.0,-382000000.0,-380000000.0
Change To Inventory,19000000.0,-41000000.0,-6000000.0,32000000.0
Change To Account Receivables,149000000.0,133000000.0,150000000.0,-270000000.0
Other Cashflows From Financing Activities,-158000000.0,251000000.0,278000000.0,-271000000.0
Change To Netincome,133000000.0,1384000000.0,427000000.0,-1212000000.0
Capital Expenditures,-1302000000.0,-2961000000.0,-3904000000.0,-2760000000.0
Repurchase Of Stock,,,-305000000.0,-305000000.0
