,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,500000000.0,515000000.0,418000000.0,396000000.0
Capital Surplus,12467000000.0,12740000000.0,12731000000.0,12714000000.0
Total Liab,137358000000.0,135469000000.0,129278000000.0,127276000000.0
Total Stockholder Equity,16593000000.0,16206000000.0,16455000000.0,16248000000.0
Total Assets,155610000000.0,153331000000.0,147389000000.0,145180000000.0
Common Stock,10000000.0,10000000.0,10000000.0,10000000.0
Other Current Assets,25291000000.0,24825000000.0,18649000000.0,12934000000.0
Retained Earnings,4836000000.0,4235000000.0,3770000000.0,3330000000.0
Other Liab,1750000000.0,1718000000.0,1087000000.0,2111000000.0
Good Will,5181000000.0,5181000000.0,5190000000.0,5187000000.0
Treasury Stock,-720000000.0,-779000000.0,-56000000.0,194000000.0
Other Assets,88495000000.0,88404000000.0,85869000000.0,90717000000.0
Cash,1820000000.0,1918000000.0,1558000000.0,2073000000.0
Total Current Liabilities,132738000000.0,130835000000.0,124792000000.0,120861000000.0
Other Stockholder Equity,651000000.0,592000000.0,1315000000.0,1565000000.0
Property Plant Equipment,1988000000.0,2040000000.0,2572000000.0,1896000000.0
Total Current Assets,29187000000.0,29064000000.0,23581000000.0,18811000000.0
Long Term Investments,30259000000.0,28127000000.0,29759000000.0,28173000000.0
Net Tangible Assets,11304000000.0,10911000000.0,11143000000.0,10932000000.0
Long Term Debt,2870000000.0,2916000000.0,2953000000.0,4304000000.0
Inventory,15000000.0,21000000.0,25000000.0,26000000.0
Accounts Payable,131484000000.0,129602000000.0,122479000000.0,118445000000.0
Short Term Investments,,23002000000.0,,
Short Long Term Debt,,,616000000.0,615000000.0
