,2020-10-25,2019-10-27,2018-10-28,2017-10-29
Intangible Assets,153000000.0,156000000.0,213000000.0,412000000.0
Capital Surplus,7904000000.0,7595000000.0,7274000000.0,7056000000.0
Total Liab,11775000000.0,10810000000.0,10788000000.0,10070000000.0
Total Stockholder Equity,10578000000.0,8214000000.0,6845000000.0,9349000000.0
Other Current Liab,2402000000.0,2237000000.0,2137000000.0,2396000000.0
Total Assets,22353000000.0,19024000000.0,17633000000.0,19419000000.0
Common Stock,9000000.0,9000000.0,10000000.0,11000000.0
Other Current Assets,162000000.0,96000000.0,40000000.0,57000000.0
Retained Earnings,27209000000.0,24386000000.0,20880000000.0,18258000000.0
Other Liab,1673000000.0,1650000000.0,1557000000.0,651000000.0
Good Will,3466000000.0,3399000000.0,3368000000.0,3368000000.0
Treasury Stock,-24544000000.0,-23776000000.0,-21319000000.0,-15976000000.0
Other Assets,1971000000.0,2031000000.0,473000000.0,512000000.0
Cash,5351000000.0,3129000000.0,3440000000.0,5010000000.0
Total Current Liabilities,4459000000.0,4447000000.0,3922000000.0,4115000000.0
Deferred Long Term Asset Charges,1711000000.0,1766000000.0,225000000.0,385000000.0
Other Stockholder Equity,-299000000.0,-180000000.0,-125000000.0,-64000000.0
Property Plant Equipment,1856000000.0,1529000000.0,1407000000.0,1066000000.0
Total Current Assets,13369000000.0,10206000000.0,10604000000.0,12918000000.0
Long Term Investments,1538000000.0,1703000000.0,1568000000.0,1143000000.0
Net Tangible Assets,6959000000.0,4659000000.0,3264000000.0,5569000000.0
Short Term Investments,387000000.0,489000000.0,590000000.0,2266000000.0
Net Receivables,3111000000.0,2641000000.0,2422000000.0,2338000000.0
Long Term Debt,5448000000.0,4713000000.0,5309000000.0,5304000000.0
Inventory,3904000000.0,3474000000.0,3721000000.0,2930000000.0
Accounts Payable,1124000000.0,958000000.0,996000000.0,945000000.0
Short Long Term Debt,,600000000.0,,
