,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-533000000.0,4000000.0,88000000.0,-44000000.0
Total Cashflows From Investing Activities,-1707000000.0,-2843000000.0,-1566000000.0,1358000000.0
Net Borrowings,1145000000.0,735000000.0,-633000000.0,188000000.0
Total Cash From Financing Activities,568000000.0,52000000.0,-2526000000.0,-188000000.0
Change To Operating Activities,-71000000.0,-216000000.0,-126000000.0,-317000000.0
Net Income,-3093000000.0,-408000000.0,-282000000.0,-4074000000.0
Change In Cash,194000000.0,-1149000000.0,-2153000000.0,2115000000.0
Total Cash From Operating Activities,1333000000.0,1642000000.0,1939000000.0,945000000.0
Depreciation,2250000000.0,2139000000.0,1918000000.0,4876000000.0
Other Cashflows From Investing Activities,-3000000.0,-3000000.0,-9000000.0,-1000000.0
Dividends Paid,-309000000.0,-316000000.0,-345000000.0,-363000000.0
Change To Inventory,-117000000.0,-16000000.0,-12000000.0,-64000000.0
Change To Account Receivables,267000000.0,-383000000.0,-138000000.0,-340000000.0
Other Cashflows From Financing Activities,-268000000.0,-342000000.0,-183000000.0,97000000.0
Change To Netincome,2646000000.0,506000000.0,493000000.0,942000000.0
Capital Expenditures,-2197000000.0,-2829000000.0,-2097000000.0,-1937000000.0
Investments,,-33000000.0,-67000000.0,-67000000.0
Repurchase Of Stock,,-25000000.0,-1365000000.0,-110000000.0
