,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,31142000000.0,33121000000.0,36524000000.0,13630000000.0
Capital Surplus,46496000000.0,45955000000.0,45423000000.0,32079000000.0
Total Liab,161014000000.0,158279000000.0,137913000000.0,57436000000.0
Total Stockholder Equity,69389000000.0,63864000000.0,58225000000.0,37691000000.0
Minority Interest,312000000.0,306000000.0,318000000.0,4000000.0
Other Current Liab,21771000000.0,18579000000.0,16398000000.0,10431000000.0
Total Assets,230715000000.0,222449000000.0,196456000000.0,95131000000.0
Common Stock,17000000.0,17000000.0,17000000.0,17000000.0
Other Current Assets,5277000000.0,5113000000.0,4581000000.0,940000000.0
Retained Earnings,49640000000.0,45108000000.0,40911000000.0,43556000000.0
Other Liab,21033000000.0,21351000000.0,22460000000.0,4607000000.0
Good Will,79552000000.0,79749000000.0,78678000000.0,38451000000.0
Treasury Stock,-26764000000.0,-27216000000.0,-28126000000.0,-37961000000.0
Other Assets,9505000000.0,9059000000.0,8930000000.0,1417000000.0
Cash,7854000000.0,5683000000.0,4059000000.0,1696000000.0
Total Current Liabilities,62017000000.0,53303000000.0,44009000000.0,30648000000.0
Short Long Term Debt,5407000000.0,3754000000.0,1265000000.0,3568000000.0
Other Stockholder Equity,1385000000.0,990000000.0,73000000.0,-196000000.0
Property Plant Equipment,33335000000.0,32904000000.0,11349000000.0,10292000000.0
Total Current Assets,56369000000.0,50302000000.0,45243000000.0,31229000000.0
Long Term Investments,20812000000.0,17314000000.0,15732000000.0,112000000.0
Net Tangible Assets,-41305000000.0,-49006000000.0,-56977000000.0,-14390000000.0
Short Term Investments,3000000000.0,2373000000.0,2522000000.0,111000000.0
Net Receivables,21742000000.0,19617000000.0,17631000000.0,13181000000.0
Long Term Debt,58157000000.0,63918000000.0,70802000000.0,21511000000.0
Inventory,18496000000.0,17516000000.0,16450000000.0,15296000000.0
Accounts Payable,11138000000.0,10492000000.0,8925000000.0,8863000000.0
