Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,17262000.0,22995000.0,28666000.0,34462000.0
Capital Surplus,3415598000.0,2931249000.0,2865964000.0,2611976000.0
Total Liab,6109548000.0,6077055000.0,6124471000.0,6192030000.0
Total Stockholder Equity,5733679000.0,4882215000.0,4818779000.0,4451813000.0
Minority Interest,4671686000.0,4954818000.0,5077036000.0,5346835000.0
Other Current Liab,231692000.0,218840000.0,236366000.0,245595000.0
Total Assets,16514913000.0,15914088000.0,16020286000.0,15990678000.0
Common Stock,105000.0,102000.0,102000.0,100000.0
Other Current Assets,12098000.0,6657000.0,8596000.0,14398000.0
Retained Earnings,2291966000.0,1923771000.0,1920635000.0,1807146000.0
Treasury Stock,26010000.0,27093000.0,32078000.0,32591000.0
Other Assets,12938037000.0,12606220000.0,12396681000.0,11940096000.0
Cash,1142281000.0,708810000.0,1008680000.0,1552802000.0
Total Current Liabilities,283989000.0,255983000.0,307887000.0,269983000.0
Other Stockholder Equity,28672000.0,29452000.0,34395000.0,34746000.0
Total Current Assets,2707454000.0,2416024000.0,2696898000.0,2783851000.0
Long Term Investments,852160000.0,868849000.0,898041000.0,1232269000.0
Net Tangible Assets,5716417000.0,4859220000.0,4790113000.0,4417351000.0
Short Term Investments,911387000.0,1138174000.0,1053263000.0,623034000.0
Net Receivables,641688000.0,562383000.0,626359000.0,593617000.0
Long Term Debt,5825559000.0,5821072000.0,5816584000.0,5812047000.0
Accounts Payable,9393000.0,8272000.0,10775000.0,24388000.0
Other Liab,,,,110000000.0
Investments,325437000.0,-96230000.0,-27241000.0,-202137000.0
Change To Liabilities,1294000.0,-2207000.0,-12170000.0,-2458000.0
Total Cashflows From Investing Activities,126166000.0,-599300000.0,-832402000.0,-1004602000.0
Total Cash From Financing Activities,-224415000.0,-226670000.0,-277393000.0,-357391000.0
Change To Operating Activities,32974000.0,-30466000.0,78627000.0,-2408000.0
Net Income,440776000.0,69119000.0,171094000.0,290632000.0
Change In Cash,433471000.0,-299870000.0,-544122000.0,-853145000.0
Total Cash From Operating Activities,531720000.0,526100000.0,565673000.0,508848000.0
Depreciation,5733000.0,5671000.0,5796000.0,5796000.0
Other Cashflows From Investing Activities,-18600000.0,-18600000.0,-18600000.0,-18600000.0
Dividends Paid,-72581000.0,-65983000.0,-57605000.0,-54883000.0
Change To Account Receivables,519459000.0,573647000.0,47490000.0,47127000.0
Other Cashflows From Financing Activities,-151834000.0,-160687000.0,539473000.0,-199160000.0
Change To Netincome,-473309000.0,-94454000.0,269990000.0,167630000.0
Repurchase Of Stock,,,-759261000.0,-8578000.0
Net Borrowings,,,,-94770000.0
