,2021-08-01,2021-05-02,2021-01-31,2020-11-01
Change To Liabilities,-1299000000.0,3512000000.0,-1767000000.0,935000000.0
Total Cashflows From Investing Activities,-930000000.0,-528000000.0,-8719000000.0,-431000000.0
Net Borrowings,-44000000.0,-1390000000.0,1937000000.0,-30000000.0
Total Cash From Financing Activities,-4764000000.0,-7070000000.0,442000000.0,-1628000000.0
Change To Operating Activities,-297000000.0,-277000000.0,31000000.0,138000000.0
Issuance Of Stock,154000000.0,13000000.0,141000000.0,21000000.0
Net Income,4807000000.0,4145000000.0,2857000000.0,3432000000.0
Change In Cash,-2082000000.0,-1247000000.0,-6757000000.0,513000000.0
Repurchase Of Stock,-3117000000.0,-3788000000.0,-3788000000.0,-3788000000.0
Effect Of Exchange Rate,-25000000.0,41000000.0,96000000.0,-14000000.0
Total Cash From Operating Activities,3637000000.0,6310000000.0,1424000000.0,2586000000.0
Depreciation,711000000.0,703000000.0,666000000.0,631000000.0
Other Cashflows From Investing Activities,4000000.0,-4000000.0,76000000.0,-3000000.0
Dividends Paid,-1751000000.0,-1775000000.0,-1614000000.0,-1614000000.0
Change To Inventory,328000000.0,-2519000000.0,61000000.0,-2638000000.0
Change To Account Receivables,319000000.0,-640000000.0,115000000.0,-103000000.0
Other Cashflows From Financing Activities,-6000000.0,-130000000.0,-22000000.0,-5000000.0
Change To Netincome,52000000.0,248000000.0,140000000.0,108000000.0
Capital Expenditures,-518000000.0,-524000000.0,-960000000.0,-471000000.0
